atlas_coord,fiber,dex1,dex2,grammar_status,leg,direction,receiver,carriage,repeat,primary_family,assigned_family,boundary_reason
clip:forehead/S.OUT.O|O.IN.O,clipper:forehead,S.OUT.O,O.IN.O,blocked,alternating-leg,reversed,changed,steady,distinct,alternating-leg / reversed / changed,BOUNDARY,grammar artifact (launch foreclosure)
clip:forehead/S.OUT.O|O.OUT.S,clipper:forehead,S.OUT.O,O.OUT.S,blocked,alternating-leg,parallel,preserved,mid-cross,distinct,alternating-leg / parallel / preserved,BOUNDARY,grammar artifact (launch foreclosure)
clip:forehead/S.OUT.O|O.OUT.O,clipper:forehead,S.OUT.O,O.OUT.O,blocked,alternating-leg,parallel,changed,steady,distinct,alternating-leg / parallel / changed,BOUNDARY,grammar artifact (launch foreclosure)
clip:forehead/O.IN.S|S.IN.S,clipper:forehead,O.IN.S,S.IN.S,valid,alternating-leg,parallel,preserved,steady,distinct,alternating-leg / parallel / preserved,alternating-leg / parallel / preserved,
clip:forehead/O.IN.S|S.IN.O,clipper:forehead,O.IN.S,S.IN.O,artifact,alternating-leg,parallel,changed,mid-cross,distinct,alternating-leg / parallel / changed,BOUNDARY,enumeration artifact (midline collapse)
clip:forehead/O.IN.S|S.OUT.S,clipper:forehead,O.IN.S,S.OUT.S,valid,alternating-leg,reversed,preserved,steady,distinct,alternating-leg / reversed / preserved,alternating-leg / reversed / preserved,
clip:forehead/O.IN.S|S.OUT.O,clipper:forehead,O.IN.S,S.OUT.O,artifact,alternating-leg,reversed,changed,mid-cross,distinct,alternating-leg / reversed / changed,BOUNDARY,enumeration artifact (midline collapse)
clip:forehead/O.IN.S|O.IN.S,clipper:forehead,O.IN.S,O.IN.S,valid,same-leg,parallel,preserved,steady,repeated,same-leg / parallel / preserved,same-leg / parallel / preserved,
clip:forehead/O.IN.S|O.IN.O,clipper:forehead,O.IN.S,O.IN.O,artifact,same-leg,parallel,changed,mid-cross,distinct,same-leg / parallel / changed,BOUNDARY,enumeration artifact (midline collapse)
clip:forehead/O.IN.S|O.OUT.S,clipper:forehead,O.IN.S,O.OUT.S,valid,same-leg,reversed,preserved,steady,distinct,same-leg / reversed / preserved,same-leg / reversed / preserved,
clip:forehead/O.IN.S|O.OUT.O,clipper:forehead,O.IN.S,O.OUT.O,artifact,same-leg,reversed,changed,mid-cross,distinct,same-leg / reversed / changed,BOUNDARY,enumeration artifact (midline collapse)
clip:forehead/O.IN.O|S.IN.S,clipper:forehead,O.IN.O,S.IN.S,valid,alternating-leg,parallel,preserved,mid-cross,distinct,alternating-leg / parallel / preserved,alternating-leg / parallel / preserved,
clip:forehead/O.IN.O|S.IN.O,clipper:forehead,O.IN.O,S.IN.O,artifact,alternating-leg,parallel,changed,steady,distinct,alternating-leg / parallel / changed,BOUNDARY,enumeration artifact (midline collapse)
clip:forehead/O.IN.O|S.OUT.S,clipper:forehead,O.IN.O,S.OUT.S,valid,alternating-leg,reversed,preserved,mid-cross,distinct,alternating-leg / reversed / preserved,alternating-leg / reversed / preserved,
clip:forehead/O.IN.O|S.OUT.O,clipper:forehead,O.IN.O,S.OUT.O,artifact,alternating-leg,reversed,changed,steady,distinct,alternating-leg / reversed / changed,BOUNDARY,enumeration artifact (midline collapse)
clip:forehead/O.IN.O|O.IN.S,clipper:forehead,O.IN.O,O.IN.S,valid,same-leg,parallel,preserved,mid-cross,distinct,same-leg / parallel / preserved,same-leg / parallel / preserved,
clip:forehead/O.IN.O|O.IN.O,clipper:forehead,O.IN.O,O.IN.O,artifact,same-leg,parallel,changed,steady,repeated,same-leg / parallel / changed,BOUNDARY,enumeration artifact (midline collapse)
clip:forehead/O.IN.O|O.OUT.S,clipper:forehead,O.IN.O,O.OUT.S,valid,same-leg,reversed,preserved,mid-cross,distinct,same-leg / reversed / preserved,same-leg / reversed / preserved,
clip:forehead/O.IN.O|O.OUT.O,clipper:forehead,O.IN.O,O.OUT.O,artifact,same-leg,reversed,changed,steady,distinct,same-leg / reversed / changed,BOUNDARY,enumeration artifact (midline collapse)
clip:forehead/O.OUT.S|S.IN.S,clipper:forehead,O.OUT.S,S.IN.S,valid,alternating-leg,reversed,preserved,steady,distinct,alternating-leg / reversed / preserved,alternating-leg / reversed / preserved,
clip:forehead/O.OUT.S|S.IN.O,clipper:forehead,O.OUT.S,S.IN.O,artifact,alternating-leg,reversed,changed,mid-cross,distinct,alternating-leg / reversed / changed,BOUNDARY,enumeration artifact (midline collapse)
clip:forehead/O.OUT.S|S.OUT.S,clipper:forehead,O.OUT.S,S.OUT.S,valid,alternating-leg,parallel,preserved,steady,distinct,alternating-leg / parallel / preserved,alternating-leg / parallel / preserved,
clip:forehead/O.OUT.S|S.OUT.O,clipper:forehead,O.OUT.S,S.OUT.O,artifact,alternating-leg,parallel,changed,mid-cross,distinct,alternating-leg / parallel / changed,BOUNDARY,enumeration artifact (midline collapse)
clip:forehead/O.OUT.S|O.IN.S,clipper:forehead,O.OUT.S,O.IN.S,valid,same-leg,reversed,preserved,steady,distinct,same-leg / reversed / preserved,same-leg / reversed / preserved,
clip:forehead/O.OUT.S|O.IN.O,clipper:forehead,O.OUT.S,O.IN.O,artifact,same-leg,reversed,changed,mid-cross,distinct,same-leg / reversed / changed,BOUNDARY,enumeration artifact (midline collapse)
clip:forehead/O.OUT.S|O.OUT.S,clipper:forehead,O.OUT.S,O.OUT.S,valid,same-leg,parallel,preserved,steady,repeated,same-leg / parallel / preserved,same-leg / parallel / preserved,
clip:forehead/O.OUT.S|O.OUT.O,clipper:forehead,O.OUT.S,O.OUT.O,artifact,same-leg,parallel,changed,mid-cross,distinct,same-leg / parallel / changed,BOUNDARY,enumeration artifact (midline collapse)
clip:forehead/O.OUT.O|S.IN.S,clipper:forehead,O.OUT.O,S.IN.S,valid,alternating-leg,reversed,preserved,mid-cross,distinct,alternating-leg / reversed / preserved,alternating-leg / reversed / preserved,
clip:forehead/O.OUT.O|S.IN.O,clipper:forehead,O.OUT.O,S.IN.O,artifact,alternating-leg,reversed,changed,steady,distinct,alternating-leg / reversed / changed,BOUNDARY,enumeration artifact (midline collapse)
clip:forehead/O.OUT.O|S.OUT.S,clipper:forehead,O.OUT.O,S.OUT.S,valid,alternating-leg,parallel,preserved,mid-cross,distinct,alternating-leg / parallel / preserved,alternating-leg / parallel / preserved,
clip:forehead/O.OUT.O|S.OUT.O,clipper:forehead,O.OUT.O,S.OUT.O,artifact,alternating-leg,parallel,changed,steady,distinct,alternating-leg / parallel / changed,BOUNDARY,enumeration artifact (midline collapse)
clip:forehead/O.OUT.O|O.IN.S,clipper:forehead,O.OUT.O,O.IN.S,valid,same-leg,reversed,preserved,mid-cross,distinct,same-leg / reversed / preserved,same-leg / reversed / preserved,
clip:forehead/O.OUT.O|O.IN.O,clipper:forehead,O.OUT.O,O.IN.O,artifact,same-leg,reversed,changed,steady,distinct,same-leg / reversed / changed,BOUNDARY,enumeration artifact (midline collapse)
clip:forehead/O.OUT.O|O.OUT.S,clipper:forehead,O.OUT.O,O.OUT.S,valid,same-leg,parallel,preserved,mid-cross,distinct,same-leg / parallel / preserved,same-leg / parallel / preserved,
clip:forehead/O.OUT.O|O.OUT.O,clipper:forehead,O.OUT.O,O.OUT.O,artifact,same-leg,parallel,changed,steady,repeated,same-leg / parallel / changed,BOUNDARY,enumeration artifact (midline collapse)
clip:neck/S.IN.S|S.IN.S,clipper:neck,S.IN.S,S.IN.S,blocked,same-leg,parallel,preserved,steady,repeated,same-leg / parallel / preserved,BOUNDARY,grammar artifact (launch foreclosure)
clip:neck/S.IN.S|S.IN.O,clipper:neck,S.IN.S,S.IN.O,blocked,same-leg,parallel,changed,mid-cross,distinct,same-leg / parallel / changed,BOUNDARY,grammar artifact (launch foreclosure)
clip:neck/S.IN.S|S.OUT.S,clipper:neck,S.IN.S,S.OUT.S,blocked,same-leg,reversed,preserved,steady,distinct,same-leg / reversed / preserved,BOUNDARY,grammar artifact (launch foreclosure)
clip:neck/S.IN.S|S.OUT.O,clipper:neck,S.IN.S,S.OUT.O,blocked,same-leg,reversed,changed,mid-cross,distinct,same-leg / reversed / changed,BOUNDARY,grammar artifact (launch foreclosure)
clip:neck/S.IN.S|O.IN.S,clipper:neck,S.IN.S,O.IN.S,blocked,alternating-leg,parallel,preserved,steady,distinct,alternating-leg / parallel / preserved,BOUNDARY,grammar artifact (launch foreclosure)
clip:neck/S.IN.S|O.IN.O,clipper:neck,S.IN.S,O.IN.O,blocked,alternating-leg,parallel,changed,mid-cross,distinct,alternating-leg / parallel / changed,BOUNDARY,grammar artifact (launch foreclosure)
clip:neck/S.IN.S|O.OUT.S,clipper:neck,S.IN.S,O.OUT.S,blocked,alternating-leg,reversed,preserved,steady,distinct,alternating-leg / reversed / preserved,BOUNDARY,grammar artifact (launch foreclosure)
clip:neck/S.IN.S|O.OUT.O,clipper:neck,S.IN.S,O.OUT.O,blocked,alternating-leg,reversed,changed,mid-cross,distinct,alternating-leg / reversed / changed,BOUNDARY,grammar artifact (launch foreclosure)
clip:neck/S.IN.O|S.IN.S,clipper:neck,S.IN.O,S.IN.S,blocked,same-leg,parallel,preserved,mid-cross,distinct,same-leg / parallel / preserved,BOUNDARY,grammar artifact (launch foreclosure)
clip:neck/S.IN.O|S.IN.O,clipper:neck,S.IN.O,S.IN.O,blocked,same-leg,parallel,changed,steady,repeated,same-leg / parallel / changed,BOUNDARY,grammar artifact (launch foreclosure)
clip:neck/S.IN.O|S.OUT.S,clipper:neck,S.IN.O,S.OUT.S,blocked,same-leg,reversed,preserved,mid-cross,distinct,same-leg / reversed / preserved,BOUNDARY,grammar artifact (launch foreclosure)
clip:neck/S.IN.O|S.OUT.O,clipper:neck,S.IN.O,S.OUT.O,blocked,same-leg,reversed,changed,steady,distinct,same-leg / reversed / changed,BOUNDARY,grammar artifact (launch foreclosure)
clip:neck/S.IN.O|O.IN.S,clipper:neck,S.IN.O,O.IN.S,blocked,alternating-leg,parallel,preserved,mid-cross,distinct,alternating-leg / parallel / preserved,BOUNDARY,grammar artifact (launch foreclosure)
clip:neck/S.IN.O|O.IN.O,clipper:neck,S.IN.O,O.IN.O,blocked,alternating-leg,parallel,changed,steady,distinct,alternating-leg / parallel / changed,BOUNDARY,grammar artifact (launch foreclosure)
clip:neck/S.IN.O|O.OUT.S,clipper:neck,S.IN.O,O.OUT.S,blocked,alternating-leg,reversed,preserved,mid-cross,distinct,alternating-leg / reversed / preserved,BOUNDARY,grammar artifact (launch foreclosure)
clip:neck/S.IN.O|O.OUT.O,clipper:neck,S.IN.O,O.OUT.O,blocked,alternating-leg,reversed,changed,steady,distinct,alternating-leg / reversed / changed,BOUNDARY,grammar artifact (launch foreclosure)
clip:neck/S.OUT.S|S.IN.S,clipper:neck,S.OUT.S,S.IN.S,blocked,same-leg,reversed,preserved,steady,distinct,same-leg / reversed / preserved,BOUNDARY,grammar artifact (launch foreclosure)
clip:neck/S.OUT.S|S.IN.O,clipper:neck,S.OUT.S,S.IN.O,blocked,same-leg,reversed,changed,mid-cross,distinct,same-leg / reversed / changed,BOUNDARY,grammar artifact (launch foreclosure)
clip:neck/S.OUT.S|S.OUT.S,clipper:neck,S.OUT.S,S.OUT.S,blocked,same-leg,parallel,preserved,steady,repeated,same-leg / parallel / preserved,BOUNDARY,grammar artifact (launch foreclosure)
clip:neck/S.OUT.S|S.OUT.O,clipper:neck,S.OUT.S,S.OUT.O,blocked,same-leg,parallel,changed,mid-cross,distinct,same-leg / parallel / changed,BOUNDARY,grammar artifact (launch foreclosure)
clip:neck/S.OUT.S|O.IN.S,clipper:neck,S.OUT.S,O.IN.S,blocked,alternating-leg,reversed,preserved,steady,distinct,alternating-leg / reversed / preserved,BOUNDARY,grammar artifact (launch foreclosure)
clip:neck/S.OUT.S|O.IN.O,clipper:neck,S.OUT.S,O.IN.O,blocked,alternating-leg,reversed,changed,mid-cross,distinct,alternating-leg / reversed / changed,BOUNDARY,grammar artifact (launch foreclosure)
clip:neck/S.OUT.S|O.OUT.S,clipper:neck,S.OUT.S,O.OUT.S,blocked,alternating-leg,parallel,preserved,steady,distinct,alternating-leg / parallel / preserved,BOUNDARY,grammar artifact (launch foreclosure)
clip:neck/S.OUT.S|O.OUT.O,clipper:neck,S.OUT.S,O.OUT.O,blocked,alternating-leg,parallel,changed,mid-cross,distinct,alternating-leg / parallel / changed,BOUNDARY,grammar artifact (launch foreclosure)
clip:neck/S.OUT.O|S.IN.S,clipper:neck,S.OUT.O,S.IN.S,blocked,same-leg,reversed,preserved,mid-cross,distinct,same-leg / reversed / preserved,BOUNDARY,grammar artifact (launch foreclosure)
clip:neck/S.OUT.O|S.IN.O,clipper:neck,S.OUT.O,S.IN.O,blocked,same-leg,reversed,changed,steady,distinct,same-leg / reversed / changed,BOUNDARY,grammar artifact (launch foreclosure)
clip:neck/S.OUT.O|S.OUT.S,clipper:neck,S.OUT.O,S.OUT.S,blocked,same-leg,parallel,preserved,mid-cross,distinct,same-leg / parallel / preserved,BOUNDARY,grammar artifact (launch foreclosure)
clip:neck/S.OUT.O|S.OUT.O,clipper:neck,S.OUT.O,S.OUT.O,blocked,same-leg,parallel,changed,steady,repeated,same-leg / parallel / changed,BOUNDARY,grammar artifact (launch foreclosure)
clip:neck/S.OUT.O|O.IN.S,clipper:neck,S.OUT.O,O.IN.S,blocked,alternating-leg,reversed,preserved,mid-cross,distinct,alternating-leg / reversed / preserved,BOUNDARY,grammar artifact (launch foreclosure)
clip:neck/S.OUT.O|O.IN.O,clipper:neck,S.OUT.O,O.IN.O,blocked,alternating-leg,reversed,changed,steady,distinct,alternating-leg / reversed / changed,BOUNDARY,grammar artifact (launch foreclosure)
clip:neck/S.OUT.O|O.OUT.S,clipper:neck,S.OUT.O,O.OUT.S,blocked,alternating-leg,parallel,preserved,mid-cross,distinct,alternating-leg / parallel / preserved,BOUNDARY,grammar artifact (launch foreclosure)
clip:neck/S.OUT.O|O.OUT.O,clipper:neck,S.OUT.O,O.OUT.O,blocked,alternating-leg,parallel,changed,steady,distinct,alternating-leg / parallel / changed,BOUNDARY,grammar artifact (launch foreclosure)
clip:neck/O.IN.S|S.IN.S,clipper:neck,O.IN.S,S.IN.S,valid,alternating-leg,parallel,preserved,steady,distinct,alternating-leg / parallel / preserved,alternating-leg / parallel / preserved,
clip:neck/O.IN.S|S.IN.O,clipper:neck,O.IN.S,S.IN.O,artifact,alternating-leg,parallel,changed,mid-cross,distinct,alternating-leg / parallel / changed,BOUNDARY,enumeration artifact (midline collapse)
clip:neck/O.IN.S|S.OUT.S,clipper:neck,O.IN.S,S.OUT.S,valid,alternating-leg,reversed,preserved,steady,distinct,alternating-leg / reversed / preserved,alternating-leg / reversed / preserved,
clip:neck/O.IN.S|S.OUT.O,clipper:neck,O.IN.S,S.OUT.O,artifact,alternating-leg,reversed,changed,mid-cross,distinct,alternating-leg / reversed / changed,BOUNDARY,enumeration artifact (midline collapse)
clip:neck/O.IN.S|O.IN.S,clipper:neck,O.IN.S,O.IN.S,valid,same-leg,parallel,preserved,steady,repeated,same-leg / parallel / preserved,same-leg / parallel / preserved,
clip:neck/O.IN.S|O.IN.O,clipper:neck,O.IN.S,O.IN.O,artifact,same-leg,parallel,changed,mid-cross,distinct,same-leg / parallel / changed,BOUNDARY,enumeration artifact (midline collapse)
clip:neck/O.IN.S|O.OUT.S,clipper:neck,O.IN.S,O.OUT.S,valid,same-leg,reversed,preserved,steady,distinct,same-leg / reversed / preserved,same-leg / reversed / preserved,
clip:neck/O.IN.S|O.OUT.O,clipper:neck,O.IN.S,O.OUT.O,artifact,same-leg,reversed,changed,mid-cross,distinct,same-leg / reversed / changed,BOUNDARY,enumeration artifact (midline collapse)
clip:neck/O.IN.O|S.IN.S,clipper:neck,O.IN.O,S.IN.S,valid,alternating-leg,parallel,preserved,mid-cross,distinct,alternating-leg / parallel / preserved,alternating-leg / parallel / preserved,
clip:neck/O.IN.O|S.IN.O,clipper:neck,O.IN.O,S.IN.O,artifact,alternating-leg,parallel,changed,steady,distinct,alternating-leg / parallel / changed,BOUNDARY,enumeration artifact (midline collapse)
clip:neck/O.IN.O|S.OUT.S,clipper:neck,O.IN.O,S.OUT.S,valid,alternating-leg,reversed,preserved,mid-cross,distinct,alternating-leg / reversed / preserved,alternating-leg / reversed / preserved,
clip:neck/O.IN.O|S.OUT.O,clipper:neck,O.IN.O,S.OUT.O,artifact,alternating-leg,reversed,changed,steady,distinct,alternating-leg / reversed / changed,BOUNDARY,enumeration artifact (midline collapse)
clip:neck/O.IN.O|O.IN.S,clipper:neck,O.IN.O,O.IN.S,valid,same-leg,parallel,preserved,mid-cross,distinct,same-leg / parallel / preserved,same-leg / parallel / preserved,
clip:neck/O.IN.O|O.IN.O,clipper:neck,O.IN.O,O.IN.O,artifact,same-leg,parallel,changed,steady,repeated,same-leg / parallel / changed,BOUNDARY,enumeration artifact (midline collapse)
clip:neck/O.IN.O|O.OUT.S,clipper:neck,O.IN.O,O.OUT.S,valid,same-leg,reversed,preserved,mid-cross,distinct,same-leg / reversed / preserved,same-leg / reversed / preserved,
clip:neck/O.IN.O|O.OUT.O,clipper:neck,O.IN.O,O.OUT.O,artifact,same-leg,reversed,changed,steady,distinct,same-leg / reversed / changed,BOUNDARY,enumeration artifact (midline collapse)
clip:neck/O.OUT.S|S.IN.S,clipper:neck,O.OUT.S,S.IN.S,valid,alternating-leg,reversed,preserved,steady,distinct,alternating-leg / reversed / preserved,alternating-leg / reversed / preserved,
clip:neck/O.OUT.S|S.IN.O,clipper:neck,O.OUT.S,S.IN.O,artifact,alternating-leg,reversed,changed,mid-cross,distinct,alternating-leg / reversed / changed,BOUNDARY,enumeration artifact (midline collapse)
clip:neck/O.OUT.S|S.OUT.S,clipper:neck,O.OUT.S,S.OUT.S,valid,alternating-leg,parallel,preserved,steady,distinct,alternating-leg / parallel / preserved,alternating-leg / parallel / preserved,
clip:neck/O.OUT.S|S.OUT.O,clipper:neck,O.OUT.S,S.OUT.O,artifact,alternating-leg,parallel,changed,mid-cross,distinct,alternating-leg / parallel / changed,BOUNDARY,enumeration artifact (midline collapse)
clip:neck/O.OUT.S|O.IN.S,clipper:neck,O.OUT.S,O.IN.S,valid,same-leg,reversed,preserved,steady,distinct,same-leg / reversed / preserved,same-leg / reversed / preserved,
clip:neck/O.OUT.S|O.IN.O,clipper:neck,O.OUT.S,O.IN.O,artifact,same-leg,reversed,changed,mid-cross,distinct,same-leg / reversed / changed,BOUNDARY,enumeration artifact (midline collapse)
clip:neck/O.OUT.S|O.OUT.S,clipper:neck,O.OUT.S,O.OUT.S,valid,same-leg,parallel,preserved,steady,repeated,same-leg / parallel / preserved,same-leg / parallel / preserved,
clip:neck/O.OUT.S|O.OUT.O,clipper:neck,O.OUT.S,O.OUT.O,artifact,same-leg,parallel,changed,mid-cross,distinct,same-leg / parallel / changed,BOUNDARY,enumeration artifact (midline collapse)
clip:neck/O.OUT.O|S.IN.S,clipper:neck,O.OUT.O,S.IN.S,valid,alternating-leg,reversed,preserved,mid-cross,distinct,alternating-leg / reversed / preserved,alternating-leg / reversed / preserved,
clip:neck/O.OUT.O|S.IN.O,clipper:neck,O.OUT.O,S.IN.O,artifact,alternating-leg,reversed,changed,steady,distinct,alternating-leg / reversed / changed,BOUNDARY,enumeration artifact (midline collapse)
clip:neck/O.OUT.O|S.OUT.S,clipper:neck,O.OUT.O,S.OUT.S,valid,alternating-leg,parallel,preserved,mid-cross,distinct,alternating-leg / parallel / preserved,alternating-leg / parallel / preserved,
clip:neck/O.OUT.O|S.OUT.O,clipper:neck,O.OUT.O,S.OUT.O,artifact,alternating-leg,parallel,changed,steady,distinct,alternating-leg / parallel / changed,BOUNDARY,enumeration artifact (midline collapse)
clip:neck/O.OUT.O|O.IN.S,clipper:neck,O.OUT.O,O.IN.S,valid,same-leg,reversed,preserved,mid-cross,distinct,same-leg / reversed / preserved,same-leg / reversed / preserved,
clip:neck/O.OUT.O|O.IN.O,clipper:neck,O.OUT.O,O.IN.O,artifact,same-leg,reversed,changed,steady,distinct,same-leg / reversed / changed,BOUNDARY,enumeration artifact (midline collapse)
clip:neck/O.OUT.O|O.OUT.S,clipper:neck,O.OUT.O,O.OUT.S,valid,same-leg,parallel,preserved,mid-cross,distinct,same-leg / parallel / preserved,same-leg / parallel / preserved,
clip:neck/O.OUT.O|O.OUT.O,clipper:neck,O.OUT.O,O.OUT.O,artifact,same-leg,parallel,changed,steady,repeated,same-leg / parallel / changed,BOUNDARY,enumeration artifact (midline collapse)
clip:peak/S.IN.S|S.IN.S,clipper:peak,S.IN.S,S.IN.S,uncertain,same-leg,parallel,preserved,steady,repeated,same-leg / parallel / preserved,BOUNDARY,atlas boundary (unresolved surface)
clip:peak/S.IN.S|S.IN.O,clipper:peak,S.IN.S,S.IN.O,uncertain,same-leg,parallel,changed,mid-cross,distinct,same-leg / parallel / changed,BOUNDARY,atlas boundary (unresolved surface)
clip:peak/S.IN.S|S.OUT.S,clipper:peak,S.IN.S,S.OUT.S,uncertain,same-leg,reversed,preserved,steady,distinct,same-leg / reversed / preserved,BOUNDARY,atlas boundary (unresolved surface)
clip:peak/S.IN.S|S.OUT.O,clipper:peak,S.IN.S,S.OUT.O,uncertain,same-leg,reversed,changed,mid-cross,distinct,same-leg / reversed / changed,BOUNDARY,atlas boundary (unresolved surface)
