"name","slug","source_corpus","provenance","cleaned_for_parse","base_trick","modifier_stack","decomposition","provisional_add","job_status","parser_confidence","doctrine_confidence","structurally_readable","mechanically_derivable","doctrine_stable","observationally_extrapolated","culturally_canonical","unresolved_tokens","missing_modifier_weights","failure_class","source_adds"
"Blurry Zulu Butterfly","blurry-zulu-butterfly","stanford","stanford","blurry zulu butterfly","butterfly","blurry","","","deferred:chassis-substitution-required","low","blocked","False","False","False","true","false","zulu","","compression-ambiguity",""
"Blurry Zulu Mirage","blurry-zulu-mirage","stanford","stanford","blurry zulu mirage","mirage","blurry","","","deferred:chassis-substitution-required","low","blocked","False","False","False","true","false","zulu","","compression-ambiguity",""
"Bubba Butterfly (Mxyzptlk)","bubba-butterfly-mxyzptlk","stanford","stanford","bubba butterfly","bubba|butterfly","","bubba(2) = 2","2","deferred:chassis-substitution-required","low","stable","False","False","True","true","false","","","ambiguous-terminal-mechanic",""
"Bubba Flail (Massacre)","bubba-flail-massacre","stanford","stanford","bubba flail","bubba|flail","","bubba(2) = 2","2","deferred:chassis-substitution-required","low","stable","False","False","True","true","false","","","ambiguous-terminal-mechanic",""
"Bubba Legover (Bubba Beater)","bubba-legover-bubba-beater","stanford","stanford","bubba legover","bubba|legover","","bubba(2) = 2","2","deferred:chassis-substitution-required","low","stable","False","False","True","true","false","","","ambiguous-terminal-mechanic",""
"Bubba PS Eggbeater (Chainsaw Massacre)","bubba-ps-eggbeater-chainsaw-massacre","stanford","stanford","bubba paradox symposium eggbeater","bubba|eggbeater","paradox|symposium","paradox(+1) + symposium(+1) + bubba(2) = 4","4","deferred:chassis-substitution-required","low","stable","False","False","True","true","false","","","ambiguous-terminal-mechanic",""
"Bubba ss Mirage","bubba-ss-mirage","stanford","stanford","bubba mirage","bubba|mirage","","bubba(2) = 2","2","deferred:chassis-substitution-required","low","stable","False","False","True","true","false","","","ambiguous-terminal-mechanic",""
"Butterfly Dragon (Firefly)","butterfly-dragon-firefly","stanford","stanford","butterfly dragon","butterfly","","","","deferred:chassis-substitution-required","low","stable","False","False","True","true","false","dragon","","unknown-modifier-token",""
"Butterfly Flapper (Buttersole) (Sole Train)","butterfly-flapper-buttersole-sole-train","stanford","stanford","butterfly flapper","butterfly","","","","deferred:chassis-substitution-required","low","stable","False","False","True","true","false","flapper","","unknown-modifier-token",""
"Butterfly Gyro Toe (Wauxpin)","butterfly-gyro-toe-wauxpin","stanford","stanford","butterfly gyro toe","butterfly","gyro","gyro(+1) + butterfly(3) = 4","4","deferred:chassis-substitution-required","high","stable","True","True","True","true","false","","","",""
"Butterfly Reverse Swirl","butterfly-reverse-swirl","stanford","stanford","butterfly reverse swirl","butterfly|swirl","","butterfly(3) = 3","3","deferred:chassis-substitution-required","low","stable","False","False","True","true","false","","","ambiguous-terminal-mechanic",""
"Butterfly Swivel","butterfly-swivel","stanford","stanford","butterfly swivel","butterfly","","","","deferred:chassis-substitution-required","low","stable","False","False","True","true","false","swivel","","unknown-modifier-token",""
"Butterfly Twirl","butterfly-twirl","stanford","stanford","butterfly twirl","butterfly|twirl","","butterfly(3) = 3","3","deferred:chassis-substitution-required","low","stable","False","False","True","true","false","","","ambiguous-terminal-mechanic",""
"Butterfly XBD Rake","butterfly-xbd-rake","stanford","stanford","butterfly xbd rake","butterfly|rake","","","","deferred:chassis-substitution-required","low","stable","False","False","True","true","false","xbd","","ambiguous-terminal-mechanic",""
"Crossbody Rake (XBD Rake)","crossbody-rake-xbd-rake","stanford","stanford","crossbody rake","rake","","","","deferred:chassis-substitution-required","low","stable","False","False","True","true","false","crossbody","","unknown-modifier-token",""
"Crossbody Sole Stall (Flapper)","crossbody-sole-stall-flapper","stanford","stanford","crossbody sole stall","","","","","deferred:chassis-substitution-required","none","stable","False","False","True","true","false","crossbody|stall","","folk-name-opacity",""
"Da Da Curve Swirl","da-da-curve-swirl","stanford","stanford","da da curve swirl","swirl","","","","deferred:chassis-substitution-required","low","stable","False","False","True","true","false","da|da|curve","","unknown-modifier-token",""
"Da Da Curve XBD Rake","da-da-curve-xbd-rake","stanford","stanford","da da curve xbd rake","rake","","","","deferred:chassis-substitution-required","low","stable","False","False","True","true","false","da|da|curve|xbd","","unknown-modifier-token",""
"Delusional Butterfly","delusional-butterfly","stanford","stanford","delusional butterfly","butterfly","","","","deferred:chassis-substitution-required","low","stable","False","False","True","true","false","delusional","","unknown-modifier-token",""
"Diving DDD (Down River)","diving-ddd-down-river","stanford","stanford","diving ddd","","diving","","","deferred:chassis-substitution-required","low","stable","False","False","True","true","false","ddd","","ambiguous-terminal-mechanic",""
"Diving Drifter","diving-drifter","stanford","stanford","diving drifter","drifter","diving","diving(+1) + drifter(3) = 4","4","deferred:chassis-substitution-required","high","stable","True","True","True","true","false","","","",""
"Diving Eclipse","diving-eclipse","stanford","stanford","diving eclipse","eclipse","diving","diving(+1) + eclipse(3) = 4","4","deferred:chassis-substitution-required","high","stable","True","True","True","true","false","","","",""
"Diving Guay","diving-guay","stanford","stanford","diving guay","guay","diving","diving(+1) + guay(2) = 3","3","deferred:chassis-substitution-required","high","stable","True","True","True","true","false","","","",""
"Diving Illusion","diving-illusion","stanford","stanford","diving illusion","illusion","diving","diving(+1) + illusion(2) = 3","3","deferred:chassis-substitution-required","high","stable","True","True","True","true","false","","","",""
"Diving Legover","diving-legover","stanford","stanford","diving legover","legover","diving","diving(+1) + legover(2) = 3","3","deferred:chassis-substitution-required","high","stable","True","True","True","true","false","","","",""
"Diving Pickup","diving-pickup","stanford","stanford","diving pickup","pickup","diving","diving(+1) + pickup(2) = 3","3","deferred:chassis-substitution-required","high","stable","True","True","True","true","false","","","",""
"Diving Reverse Guay","diving-reverse-guay","stanford","stanford","diving reverse guay","guay","diving","diving(+1) + guay(2) = 3","3","deferred:chassis-substitution-required","high","stable","True","True","True","true","false","","","",""
"Diving Reverse Swirl","diving-reverse-swirl","stanford","stanford","diving reverse swirl","swirl","diving","diving(+1) + swirl(3) = 4","4","deferred:chassis-substitution-required","high","stable","True","True","True","true","false","","","",""
"Diving Swirl","diving-swirl","stanford","stanford","diving swirl","swirl","diving","diving(+1) + swirl(3) = 4","4","deferred:chassis-substitution-required","high","stable","True","True","True","true","false","","","",""
"Diving Symposium Mirage","diving-symposium-mirage","stanford","stanford","diving symposium mirage","mirage","diving|symposium","diving(+1) + symposium(+1) + mirage(2) = 4","4","deferred:chassis-substitution-required","high","stable","True","True","True","true","false","","","",""
"Diving Symposium Whirl (Symposium Hatchet)","diving-symposium-whirl-symposium-hatchet","stanford","stanford","diving symposium whirl","whirl","diving|symposium","diving(+1) + symposium(+1) + whirl(3) = 5","5","deferred:chassis-substitution-required","high","stable","True","True","True","true","false","","","",""
"Diving Toe Stall","diving-toe-stall","stanford","stanford","diving toe stall","","diving","","","deferred:chassis-substitution-required","low","stable","False","False","True","true","false","stall","","ambiguous-terminal-mechanic",""
"Diving Whirl (Hatchet)","diving-whirl-hatchet","stanford","stanford","diving whirl","whirl","diving","diving(+1) + whirl(3) = 4","4","deferred:chassis-substitution-required","high","stable","True","True","True","true","false","","","",""
"DOD Osis (Motion)","dod-osis-motion","stanford","stanford","double over down osis","osis","","","","deferred:chassis-substitution-required","low","policy-dependent","False","False","False","true","false","double|over|down","","unknown-modifier-token",""
"DOD Reverse Swirl","dod-reverse-swirl","stanford","stanford","double over down reverse swirl","swirl","","","","deferred:chassis-substitution-required","low","policy-dependent","False","False","False","true","false","double|over|down","","unknown-modifier-token",""
"DOD Swirl","dod-swirl","stanford","stanford","double over down swirl","double-over-down-swirl","","double-over-down-swirl(5) [self-atom] = 5","5","deferred:chassis-substitution-required","high","stable","True","True","True","true","false","","","",""
"Double Bubba","double-bubba","stanford","stanford","double bubba","bubba","","","","deferred:chassis-substitution-required","low","stable","False","False","True","true","false","double","","unknown-modifier-token",""
"Double Butterfly (Paradon)","double-butterfly-paradon","stanford","stanford","double butterfly","butterfly","","","","deferred:chassis-substitution-required","low","stable","False","False","True","true","false","double","","unknown-modifier-token",""
"Double Butterfly Dragon (Pteradon)","double-butterfly-dragon-pteradon","stanford","stanford","double butterfly dragon","butterfly","","","","deferred:chassis-substitution-required","low","stable","False","False","True","true","false","double|dragon","","unknown-modifier-token",""
"Double Drifter (High Plains Drifter)","double-drifter-high-plains-drifter","stanford","stanford","double drifter","drifter","","","","deferred:chassis-substitution-required","low","stable","False","False","True","true","false","double","","unknown-modifier-token",""
"Double Guay","double-guay","stanford","stanford","double guay","guay","","","","deferred:chassis-substitution-required","low","stable","False","False","True","true","false","double","","unknown-modifier-token",""
"Double Illusion (Delusion)","double-illusion-delusion","stanford","stanford","double illusion","illusion","","","","deferred:chassis-substitution-required","low","stable","False","False","True","true","false","double","","unknown-modifier-token",""
"Double Mirage (Barrage)","double-mirage-barrage","stanford","stanford","double mirage","mirage","","","","deferred:chassis-substitution-required","low","stable","False","False","True","true","false","double","","unknown-modifier-token",""
"Double Pixie (Terrage)","double-pixie-terrage","stanford","stanford","double pixie","","pixie","","","deferred:chassis-substitution-required","low","stable","False","False","True","true","false","double","","ambiguous-terminal-mechanic",""
"Double Reverse ATW","double-reverse-atw","stanford","stanford","double reverse around the world","","","","","deferred:chassis-substitution-required","none","stable","False","False","True","true","false","double|around|the|world","","folk-name-opacity",""
