canonical_slug,source_slug,source_name,source_system,source_subsystem,source_record_id,publication_status,official_add,fm_formula_raw,fm_job_raw,fm_add_claim,fm_technical_name,fm_aliases_raw,fm_source_file,fborg_formula_raw,fborg_job_raw,fborg_add_claim,fborg_description_raw,fborg_source_file,passback_reading_raw,passback_add_claim,passback_uptime,passback_downtime,passback_dex_count,passback_alternate_names,stanford_symbolic,stanford_components,notation_primary,notation_primary_system,operational_notation,operational_notation_convention,add_formula_primary,add_formula_convention,source_add_claim,source_add_system,add_gap,parser_status,promotion_readiness,blocker_notes,curator_notes
smile,smile,Smile,fm_symbolic_grammar,footbagmoves,sg__463__smile,fm_grammar_observation,,Clip > Same Back Swirl (DEX) > Op In (DEX) >> Op Out (DEX) > Op Clip (XBD)(DEL),Clip > Same Back Swirl (DEX) > Op In (DEX) >> Op Out (DEX) > Op Clip (XBD)(DEL),5,Smiling Far Butterfly,,footbagmoves-5adds.txt,,,,,,,,,,,,,,Clip > Same Back Swirl (DEX) > Op In (DEX) >> Op Out (DEX) > Op Clip (XBD)(DEL),fm_set_arc,Clip > Same Back Swirl (DEX) > Op In (DEX) >> Op Out (DEX) > Op Clip (XBD)(DEL),fm_parens,,,5,fm_grammar_claim,,ok,,,
snowflake,snowflake,Snowflake,fm_symbolic_grammar,footbagmoves,sg__464__snowflake,fm_grammar_observation,,Clip >> Same In (DEX)(PDX) > Same XBD Rake (XBD)(DEL)DEX),Clip >> Same In (DEX)(PDX) > Same XBD Rake (XBD)(DEL)DEX),5,Paradox Drifter XBD Rake,,footbagmoves-5adds.txt,,,,,,,,,,,,,,Clip >> Same In (DEX)(PDX) > Same XBD Rake (XBD)(DEL)DEX),fm_set_arc,Clip >> Same In (DEX)(PDX) > Same XBD Rake (XBD)(DEL)DEX),fm_parens,,,5,fm_grammar_claim,,needs_review,,,add-delta:+1
spanish-fly,spanish-fly,Spanish Fly,fm_symbolic_grammar,footbagmoves,sg__465__spanish-fly,fm_grammar_observation,,Clip >> Duck (BOD) >> Same Out (DEX) > Same Out (DEX) > Op Clip (XBD)(DEL),Clip >> Duck (BOD) >> Same Out (DEX) > Same Out (DEX) > Op Clip (XBD)(DEL),5,Ducking Barfly,,footbagmoves-5adds.txt,,,,,,,,,,,,,,Clip >> Duck (BOD) >> Same Out (DEX) > Same Out (DEX) > Op Clip (XBD)(DEL),fm_set_arc,Clip >> Duck (BOD) >> Same Out (DEX) > Same Out (DEX) > Op Clip (XBD)(DEL),fm_parens,,,5,fm_grammar_claim,,ok,,,
spikehammer,spikehammer,Spikehammer,fm_symbolic_grammar,footbagmoves,sg__466__spikehammer,fm_grammar_observation,,Clip > Op In (DEX) >> Duck (BOD) > Op In (DEX)(PDX) > Op Toe (DEL),Clip > Op In (DEX) >> Duck (BOD) > Op In (DEX)(PDX) > Op Toe (DEL),5,Blurry Ducking Mirage,,footbagmoves-5adds.txt,,,,,,,,,,,,,,Clip > Op In (DEX) >> Duck (BOD) > Op In (DEX)(PDX) > Op Toe (DEL),fm_set_arc,Clip > Op In (DEX) >> Duck (BOD) > Op In (DEX)(PDX) > Op Toe (DEL),fm_parens,,,5,fm_grammar_claim,,ok,,,
spinal-tap,spinal-tap,Spinal Tap,fm_symbolic_grammar,footbagmoves,sg__467__spinal-tap,fm_grammar_observation,5,Toe > Op Out (DEX) >> Same In (DEX) > (front) Spin (BOD) > Op Clip (XBD)(DEL),Toe > Op Out (DEX) >> Same In (DEX) > (front) Spin (BOD) > Op Clip (XBD)(DEL),5,Tapping Torque,,footbagmoves-5adds.txt,,,,,,,,,,,,,,Toe > Op Out (DEX) >> Same In (DEX) > (front) Spin (BOD) > Op Clip (XBD)(DEL),fm_set_arc,Toe > Op Out (DEX) >> Same In (DEX) > (front) Spin (BOD) > Op Clip (XBD)(DEL),fm_parens,,,5,fm_grammar_claim,0,ok,,,
spinning-butterfly-swirl,spinning-butterfly-swirl,Spinning Butterfly Swirl,fm_symbolic_grammar,footbagmoves,sg__468__spinning-butterfly-swirl,fm_grammar_observation,,,,5,,,footbagmoves-5adds.txt,,,,,,,,,,,,,,,,,,,,5,fm_grammar_claim,,source_has_no_notation,,,
spinning-ducking-butterfly,spinning-ducking-butterfly,Spinning Ducking Butterfly,fm_symbolic_grammar,footbagmoves,sg__469__spinning-ducking-butterfly,fm_grammar_observation,,,,5,,,footbagmoves-5adds.txt,,,,,,,,,,,,,,,,,,,,5,fm_grammar_claim,,source_has_no_notation,,,
spinning-ducking-osis,spinning-ducking-osis,Spinning Ducking Osis,fm_symbolic_grammar,footbagmoves,sg__470__spinning-ducking-osis,fm_grammar_observation,,,,5,,,footbagmoves-5adds.txt,,,,,,,,,,,,,,,,,,,,5,fm_grammar_claim,,source_has_no_notation,,,
spinning-ducking-pdx-mirage,spinning-ducking-pdx-mirage,Spinning Ducking Pdx Mirage,fm_symbolic_grammar,footbagmoves,sg__471__spinning-ducking-pdx-mirage,fm_grammar_observation,,,,5,,,footbagmoves-5adds.txt,,,,,,,,,,,,,,,,,,,,5,fm_grammar_claim,,source_has_no_notation,,,
spinning-pdx-dlo,spinning-pdx-dlo,Spinning Pdx DLO,fm_symbolic_grammar,footbagmoves,sg__472__spinning-pdx-dlo,fm_grammar_observation,,,,5,,,footbagmoves-5adds.txt,,,,,,,,,,,,,,,,,,,,5,fm_grammar_claim,,source_has_no_notation,,,
spinning-pdx-whirl,spinning-pdx-whirl,Spinning Pdx Whirl,fm_symbolic_grammar,footbagmoves,sg__473__spinning-pdx-whirl,fm_grammar_observation,,,,5,,,footbagmoves-5adds.txt,,,,,,,,,,,,,,,,,,,,5,fm_grammar_claim,,source_has_no_notation,,,
spyro-gyro,spyro-gyro,Spyro Gyro,fm_symbolic_grammar,footbagmoves,sg__474__spyro-gyro,first_class_ready,,Clip >> (back) Spin (BOD) >> Same Out (DEX) > Op Back Swirl (DEX) > Same Clip (XBD)(DEL),Clip >> (back) Spin (BOD) >> Same Out (DEX) > Op Back Swirl (DEX) > Same Clip (XBD)(DEL),5,Gyro Butterfly Swirl,,footbagmoves-5adds.txt,,,,,,,,,,,,,,Clip >> (back) Spin (BOD) >> Same Out (DEX) > Op Back Swirl (DEX) > Same Clip (XBD)(DEL),fm_set_arc,Clip >> (back) Spin (BOD) >> Same Out (DEX) > Op Back Swirl (DEX) > Same Clip (XBD)(DEL),fm_parens,gyro(+1) + butterfly-swirl(4) --> 5 ADDs,fm_parens,5,fm_grammar_claim,,ok,,doctrine=settled,FB.org 5-ADD confirms 'Spyro Gyro' (source_adds=5; jobs='CLIP > (BACK) SPIN [BOD] > SAME OUT [DEX] > OP BACK SWIRL [DEX] > SAME CLIP [XBD] [DEL]'); ingested 2026-05-21.
stampede,stampede,Stampede,fm_symbolic_grammar,footbagmoves,sg__475__stampede,fm_grammar_observation,,Toe > (no plant while) Op Out (DEX)(BOD) >> (no plant while) Same In (DEX)(BOD) > Op Toe (DEL),Toe > (no plant while) Op Out (DEX)(BOD) >> (no plant while) Same In (DEX)(BOD) > Op Toe (DEL),5,Flailing ss Symposium Mirage,,footbagmoves-5adds.txt,,,,,,,,,,,,,,Toe > (no plant while) Op Out (DEX)(BOD) >> (no plant while) Same In (DEX)(BOD) > Op Toe (DEL),fm_set_arc,Toe > (no plant while) Op Out (DEX)(BOD) >> (no plant while) Same In (DEX)(BOD) > Op Toe (DEL),fm_parens,,,5,fm_grammar_claim,,ok,,,
stepping-blender-same-side,stepping-blender-same-side,Stepping Blender (same side),fm_symbolic_grammar,footbagmoves,sg__476__stepping-blender-same-side,fm_grammar_observation,,,,5,,,footbagmoves-5adds.txt,,,,,,,,,,,,,,,,,,,,5,fm_grammar_claim,,source_has_no_notation,,,fm:same-side-variant
stepping-ducking-butterfly-same-side,stepping-ducking-butterfly-same-side,Stepping Ducking Butterfly (same side),fm_symbolic_grammar,footbagmoves,sg__477__stepping-ducking-butterfly-same-side,fm_grammar_observation,,,,5,,,footbagmoves-5adds.txt,,,,,,,,,,,,,,,,,,,,5,fm_grammar_claim,,source_has_no_notation,,,fm:same-side-variant
stepping-ducking-far-double-pickup,stepping-ducking-far-double-pickup,Stepping Ducking Far Double Pickup,fm_symbolic_grammar,footbagmoves,sg__478__stepping-ducking-far-double-pickup,fm_grammar_observation,,,,5,,,footbagmoves-5adds.txt,,,,,,,,,,,,,,,,,,,,5,fm_grammar_claim,,source_has_no_notation,,,
sumo,sumo,Sumo,fm_symbolic_grammar,footbagmoves,sg__479__sumo,fm_grammar_observation,5,Clip > Same Out (DEX)(PDX) >> Op In (DEX)(XDEX) > Op Toe (DEL),Clip > Same Out (DEX)(PDX) >> Op In (DEX)(XDEX) > Op Toe (DEL),5,Nuclear Mirage,,footbagmoves-5adds.txt,,,,,,,,,,,,,,Clip > Same Out (DEX)(PDX) >> Op In (DEX)(XDEX) > Op Toe (DEL),fm_set_arc,Clip > Same Out (DEX)(PDX) >> Op In (DEX)(XDEX) > Op Toe (DEL),fm_parens,,,5,fm_grammar_claim,0,ok,,,
sunilwalker,sunilwalker,Sunilwalker,fm_symbolic_grammar,footbagmoves,sg__480__sunilwalker,fm_grammar_observation,,Clip > Op In (DEX) > Same In (DEX) >> Same Out (DEX) > Op Clip (XBD)(DEL),Clip > Op In (DEX) > Same In (DEX) >> Same Out (DEX) > Op Clip (XBD)(DEL),5,Barraging Butterfly (same side),,footbagmoves-5adds.txt,,,,,,,,,,,,,,Clip > Op In (DEX) > Same In (DEX) >> Same Out (DEX) > Op Clip (XBD)(DEL),fm_set_arc,Clip > Op In (DEX) > Same In (DEX) >> Same Out (DEX) > Op Clip (XBD)(DEL),fm_parens,,,5,fm_grammar_claim,,ok,,,
superfly,superfly,Superfly,fm_symbolic_grammar,footbagmoves,sg__481__superfly,first_class_ready,5,Clip >> (no plant while) Same Out (DEX)(BOD) > Same Out (DEX) > Op Clip (XBD)(DEL),Clip >> (no plant while) Same Out (DEX)(BOD) > Same Out (DEX) > Op Clip (XBD)(DEL),5,Symposium Barfly,,footbagmoves-5adds.txt,,,,,,,,,,,,,,Clip >> (no plant while) Same Out (DEX)(BOD) > Same Out (DEX) > Op Clip (XBD)(DEL),fm_set_arc,Clip >> (no plant while) Same Out (DEX)(BOD) > Same Out (DEX) > Op Clip (XBD)(DEL),fm_parens,symposium(+1) + barfly(4) --> 5 ADDs,fm_parens,5,fm_grammar_claim,0,ok,,doctrine=settled,FB.org 5-ADD confirms 'Superfly' (source_adds=5; jobs='CLIP (plant) > (no plant while) SAME OUT [BOD] [DEX] > SAME OUT [DEX] > OP CLIP [XBD] [DEL]'); ingested 2026-05-21.
supernova,supernova,Supernova,fm_symbolic_grammar,footbagmoves,sg__482__supernova,fm_grammar_observation,,Clip >> (back) Spin (BOD) >> (no plant while) Same In (DEX)(BOD) > Op Out (DEX) > Same Toe (DEL),Clip >> (back) Spin (BOD) >> (no plant while) Same In (DEX)(BOD) > Op Out (DEX) > Same Toe (DEL),5,Spyro Nova,,footbagmoves-5adds.txt,,,,,,,,,,,,,,Clip >> (back) Spin (BOD) >> (no plant while) Same In (DEX)(BOD) > Op Out (DEX) > Same Toe (DEL),fm_set_arc,Clip >> (back) Spin (BOD) >> (no plant while) Same In (DEX)(BOD) > Op Out (DEX) > Same Toe (DEL),fm_parens,,,5,fm_grammar_claim,,ok,,,
surge,surge,Surge,fm_symbolic_grammar,footbagmoves,sg__483__surge,first_class_ready,5,Clip > (back) Spin (BOD) > Same In (DEX) >> Op In (DEX)(PDX) > Op Toe (DEL),Clip > (back) Spin (BOD) > Same In (DEX) >> Op In (DEX)(PDX) > Op Toe (DEL),5,Surging Paradox Mirage,,footbagmoves-5adds.txt,,,,,,,,,,,,,,Clip > (back) Spin (BOD) > Same In (DEX) >> Op In (DEX)(PDX) > Op Toe (DEL),fm_set_arc,Clip > (back) Spin (BOD) > Same In (DEX) >> Op In (DEX)(PDX) > Op Toe (DEL),fm_parens,surging(+2) + paradox(+1) + mirage(2) --> 5 ADDs,fm_parens,5,fm_grammar_claim,0,ok,,doctrine=settled,FB.org 5-ADD confirms 'Surge' (source_adds=5; jobs='CLIP > (back) SPIN [BOD] > SAME IN [DEX] > OP IN [PDX] [DEX] > OP TOE [DEL]'); ingested 2026-05-21.
swivel,swivel,Swivel,fm_symbolic_grammar,footbagmoves,sg__484__swivel,fm_grammar_observation,,Clip >> (no plant while) Same Front Swirl (DEX)(BOD) > (back) Spin (BOD) > Op Clip (XBD)(DEL),Clip >> (no plant while) Same Front Swirl (DEX)(BOD) > (back) Spin (BOD) > Op Clip (XBD)(DEL),5,Symposium Twirl,,footbagmoves-5adds.txt,,,,,,,,,,,,,,Clip >> (no plant while) Same Front Swirl (DEX)(BOD) > (back) Spin (BOD) > Op Clip (XBD)(DEL),fm_set_arc,Clip >> (no plant while) Same Front Swirl (DEX)(BOD) > (back) Spin (BOD) > Op Clip (XBD)(DEL),fm_parens,,,5,fm_grammar_claim,,ok,,,
symposium-down-double-down,symposium-down-double-down,Symposium Down Double Down,fm_symbolic_grammar,footbagmoves,sg__485__symposium-down-double-down,fm_grammar_observation,,,,5,,,footbagmoves-5adds.txt,,,,,,,,,,,,,,,,,,,,5,fm_grammar_claim,,source_has_no_notation,,,
tapwater,tapwater,Tapwater,fm_symbolic_grammar,footbagmoves,sg__486__tapwater,fm_grammar_observation,,Toe > Op Out (DEX) >> Op Front Swirl (DEX) > (back) Spin (BOD) > Op Clip (XBD)(DEL),Toe > Op Out (DEX) >> Op Front Swirl (DEX) > (back) Spin (BOD) > Op Clip (XBD)(DEL),5,Tapping Twirl,,footbagmoves-5adds.txt,,,,,,,,,,,,,,Toe > Op Out (DEX) >> Op Front Swirl (DEX) > (back) Spin (BOD) > Op Clip (XBD)(DEL),fm_set_arc,Toe > Op Out (DEX) >> Op Front Swirl (DEX) > (back) Spin (BOD) > Op Clip (XBD)(DEL),fm_parens,,,5,fm_grammar_claim,,ok,,,
tobius,tobius,Tobius,fm_symbolic_grammar,footbagmoves,sg__487__tobius,fm_grammar_observation,,Toe >> (back) Spin (BOD) >> Op In (DEX) > (front) Spin (BOD) > Op Clip (XBD)(DEL),Toe >> (back) Spin (BOD) >> Op In (DEX) > (front) Spin (BOD) > Op Clip (XBD)(DEL),5,Toe set Gyro Torque,,footbagmoves-5adds.txt,,,,,,,,,,,,,,Toe >> (back) Spin (BOD) >> Op In (DEX) > (front) Spin (BOD) > Op Clip (XBD)(DEL),fm_set_arc,Toe >> (back) Spin (BOD) >> Op In (DEX) > (front) Spin (BOD) > Op Clip (XBD)(DEL),fm_parens,,,5,fm_grammar_claim,,ok,,,
tomahawk,tomahawk,Tomahawk,fm_symbolic_grammar,footbagmoves,sg__488__tomahawk,observational,5,Clip >> Duck (BOD) >> Same Fornt Whirl (DEX)(PDX) > Op Clip (XBD)(DEL),Clip >> Duck (BOD) >> Same Fornt Whirl (DEX)(PDX) > Op Clip (XBD)(DEL),5,Ducking Paradox Whirl,,footbagmoves-5adds.txt,,,,,,,,,,,,,,Clip >> Duck (BOD) >> Same Fornt Whirl (DEX)(PDX) > Op Clip (XBD)(DEL),fm_set_arc,Clip >> Duck (BOD) >> Same Fornt Whirl (DEX)(PDX) > Op Clip (XBD)(DEL),fm_parens,ducking(+1) + paradox(+1) + whirl(3) --> 5 ADDs,fm_parens,5,fm_grammar_claim,0,needs_review,,doctrine=hedged; unresolved=Tomahawk is an UNRESOLVED_COMPOUNDS member (curator-authored allow-list).,FB.org 5-ADD confirms 'Tomahawk' (source_adds=5; jobs='CLIP > DUCK [BOD] > OP IN [PDX] [DEX] > OP CLIP [XBD] [DEL]'); ingested 2026-05-21.
tornado,tornado,Tornado,fm_symbolic_grammar,footbagmoves,sg__489__tornado,fm_grammar_observation,,Clip > Same Out (DEX)(PDX) >> (back) Spin (BOD) >> Op In (DEX) > Op Toe (DEL),Clip > Same Out (DEX)(PDX) >> (back) Spin (BOD) >> Op In (DEX) > Op Toe (DEL),5,Twinspinning ss Mirage,,footbagmoves-5adds.txt,,,,,,,,,,,,,,Clip > Same Out (DEX)(PDX) >> (back) Spin (BOD) >> Op In (DEX) > Op Toe (DEL),fm_set_arc,Clip > Same Out (DEX)(PDX) >> (back) Spin (BOD) >> Op In (DEX) > Op Toe (DEL),fm_parens,,,5,fm_grammar_claim,,ok,,,
torquescrew,torquescrew,Torquescrew,fm_symbolic_grammar,footbagmoves,sg__490__torquescrew,fm_grammar_observation,,Clip >> Op In (DEX) > Op Back Whirl (DEX) > (front) Spin (BOD) > Op Clip (XBD)(DEL),Clip >> Op In (DEX) > Op Back Whirl (DEX) > (front) Spin (BOD) > Op Clip (XBD)(DEL),5,Miraging Dyno,,footbagmoves-5adds.txt,,,,,,,,,,,,,,Clip >> Op In (DEX) > Op Back Whirl (DEX) > (front) Spin (BOD) > Op Clip (XBD)(DEL),fm_set_arc,Clip >> Op In (DEX) > Op Back Whirl (DEX) > (front) Spin (BOD) > Op Clip (XBD)(DEL),fm_parens,,,5,fm_grammar_claim,,ok,,,
trixie,trixie,Trixie,fm_symbolic_grammar,footbagmoves,sg__491__trixie,fm_grammar_observation,,Toe > Same In (DEX) >> Same In (DEX) >> Same In (DEX)(XDEX) > Op Toe (DEL),Toe > Same In (DEX) >> Same In (DEX) >> Same In (DEX)(XDEX) > Op Toe (DEL),5,Triple Pixie,,footbagmoves-5adds.txt,,,,,,,,,,,,,,Toe > Same In (DEX) >> Same In (DEX) >> Same In (DEX)(XDEX) > Op Toe (DEL),fm_set_arc,Toe > Same In (DEX) >> Same In (DEX) >> Same In (DEX)(XDEX) > Op Toe (DEL),fm_parens,,,5,fm_grammar_claim,,ok,,,
trochus,trochus,Trochus,fm_symbolic_grammar,footbagmoves,sg__492__trochus,fm_grammar_observation,,Toe > Op Out (DEX) >> (no plant while) Op Out (DEX)(XDEX)(BOD) > Op Toe (DEL),Toe > Op Out (DEX) >> (no plant while) Op Out (DEX)(XDEX)(BOD) > Op Toe (DEL),5,Atomic Flail,,footbagmoves-5adds.txt,,,,,,,,,,,,,,Toe > Op Out (DEX) >> (no plant while) Op Out (DEX)(XDEX)(BOD) > Op Toe (DEL),fm_set_arc,Toe > Op Out (DEX) >> (no plant while) Op Out (DEX)(XDEX)(BOD) > Op Toe (DEL),fm_parens,,,5,fm_grammar_claim,,ok,,,
tutifruti,tutifruti,Tutifruti,fm_symbolic_grammar,footbagmoves,sg__493__tutifruti,fm_grammar_observation,,Toe > (rooted) Same In (DEX)(BOD) > Op In (DEX) >> Op Out (DEX) > Same Toe (DEL),Toe > (rooted) Same In (DEX)(BOD) > Op In (DEX) >> Op Out (DEX) > Same Toe (DEL),5,Frootie Legover,,footbagmoves-5adds.txt,,,,,,,,,,,,,,Toe > (rooted) Same In (DEX)(BOD) > Op In (DEX) >> Op Out (DEX) > Same Toe (DEL),fm_set_arc,Toe > (rooted) Same In (DEX)(BOD) > Op In (DEX) >> Op Out (DEX) > Same Toe (DEL),fm_parens,,,5,fm_grammar_claim,,ok,,,
vertigo,vertigo,Vertigo,fm_symbolic_grammar,footbagmoves,sg__494__vertigo,fm_grammar_observation,,Clip >> Duck (BOD) >> Same In (DEX)(PDX) > Same Clip (XBD)(DEL),Clip >> Duck (BOD) >> Same In (DEX)(PDX) > Same Clip (XBD)(DEL),5,Ducking Paradox Drifter,,footbagmoves-5adds.txt,,,,,,,,,,,,,,Clip >> Duck (BOD) >> Same In (DEX)(PDX) > Same Clip (XBD)(DEL),fm_set_arc,Clip >> Duck (BOD) >> Same In (DEX)(PDX) > Same Clip (XBD)(DEL),fm_parens,,,5,fm_grammar_claim,,ok,,,
wentletrappe,wentletrappe,Wentletrappe,fm_symbolic_grammar,footbagmoves,sg__495__wentletrappe,fm_grammar_observation,,Toe > Same Out (DEX) >> (back) Spin (BOD) >> Op In (DEX) > Op Out (DEX) > Same Toe (DEL),Toe > Same Out (DEX) >> (back) Spin (BOD) >> Op In (DEX) > Op Out (DEX) > Same Toe (DEL),5,Fyro Double Legover,,footbagmoves-5adds.txt,,,,,,,,,,,,,,Toe > Same Out (DEX) >> (back) Spin (BOD) >> Op In (DEX) > Op Out (DEX) > Same Toe (DEL),fm_set_arc,Toe > Same Out (DEX) >> (back) Spin (BOD) >> Op In (DEX) > Op Out (DEX) > Same Toe (DEL),fm_parens,,,5,fm_grammar_claim,,ok,,,
whirlwalk,whirlwalk,Whirlwalk,fm_symbolic_grammar,footbagmoves,sg__496__whirlwalk,fm_grammar_observation,,Clip > Front Whirl (DEX) >> Op Front Whirl (DEX)(PDX) > Op Clip (XBD)(DEL),Clip > Front Whirl (DEX) >> Op Front Whirl (DEX)(PDX) > Op Clip (XBD)(DEL),5,Blazing Paradox Whirl,,footbagmoves-5adds.txt,,,,,,,,,,,,,,Clip > Front Whirl (DEX) >> Op Front Whirl (DEX)(PDX) > Op Clip (XBD)(DEL),fm_set_arc,Clip > Front Whirl (DEX) >> Op Front Whirl (DEX)(PDX) > Op Clip (XBD)(DEL),fm_parens,,,5,fm_grammar_claim,,ok,,,
whisk,whisk,Whisk,fm_symbolic_grammar,footbagmoves,sg__497__whisk,fm_grammar_observation,,Clip >> (no plant while) Same Out (DEX)(BOD)(PDX) > Op Out (DEX) > Same Toe (DEL),Clip >> (no plant while) Same Out (DEX)(BOD)(PDX) > Op Out (DEX) > Same Toe (DEL),5,Paradox Symposium Eggbeater,,footbagmoves-5adds.txt,,,,,,,,,,,,,,Clip >> (no plant while) Same Out (DEX)(BOD)(PDX) > Op Out (DEX) > Same Toe (DEL),fm_set_arc,Clip >> (no plant while) Same Out (DEX)(BOD)(PDX) > Op Out (DEX) > Same Toe (DEL),fm_parens,,,5,fm_grammar_claim,,ok,,,
yoda,yoda,Yoda,fm_symbolic_grammar,footbagmoves,sg__498__yoda,fm_grammar_observation,,Toe > Same In (DEX) >> Op In (DEX) > Plant > Op Out (DEX) > Op Clip (XBD)(DEL),Toe > Same In (DEX) >> Op In (DEX) > Plant > Op Out (DEX) > Op Clip (XBD)(DEL),5,Pixie Quantum Butterfly,,footbagmoves-5adds.txt,,,,,,,,,,,,,,Toe > Same In (DEX) >> Op In (DEX) > Plant > Op Out (DEX) > Op Clip (XBD)(DEL),fm_set_arc,Toe > Same In (DEX) >> Op In (DEX) > Plant > Op Out (DEX) > Op Clip (XBD)(DEL),fm_parens,,,5,fm_grammar_claim,,needs_review,,,
zulu-whirl,zulu-whirl,Zulu Whirl,fm_symbolic_grammar,footbagmoves,sg__499__zulu-whirl,fm_grammar_observation,,,,5,,,footbagmoves-5adds.txt,,,,,,,,,,,,,,,,,,,,5,fm_grammar_claim,,source_has_no_notation,,,
alex-zerbe-is-the-greatest,alex-zerbe-is-the-greatest,Alex Zerbe is the greatest,fm_symbolic_grammar,footbagmoves,sg__500__alex-zerbe-is-the-greatest,fm_grammar_observation,,Clip >> (back) Spin (BOD) >> (no plant while) Same In (DEX) > Same Clip (XBD)(DEL),Clip >> (back) Spin (BOD) >> (no plant while) Same In (DEX) > Same Clip (XBD)(DEL),4,Spyro Symple Drifter,,footbagmoves-sample.txt,,,,,,,,,,,,,,Clip >> (back) Spin (BOD) >> (no plant while) Same In (DEX) > Same Clip (XBD)(DEL),fm_set_arc,Clip >> (back) Spin (BOD) >> (no plant while) Same In (DEX) > Same Clip (XBD)(DEL),fm_parens,,,4,fm_grammar_claim,,ok,,,
arcwalk,arcwalk,Arcwalk,fm_symbolic_grammar,footbagmoves,sg__501__arcwalk,fm_grammar_observation,,Frigidosis > Same In (DEX) >> Op Out (DEX) > Op Clip (XBD)(DEL),Frigidosis > Same In (DEX) >> Op Out (DEX) > Op Clip (XBD)(DEL),4,Arctic Butterfly,,footbagmoves-sample.txt,,,,,,,,,,,,,,Frigidosis > Same In (DEX) >> Op Out (DEX) > Op Clip (XBD)(DEL),fm_set_arc,Frigidosis > Same In (DEX) >> Op Out (DEX) > Op Clip (XBD)(DEL),fm_parens,,,4,fm_grammar_claim,,needs_review,,,
assassin,assassin,Assassin,fm_symbolic_grammar,footbagmoves,sg__502__assassin,fm_grammar_observation,4,Toe > Same In (DEX) >> Duck (BOD) >> Op In (DEX) > Op Toe (DEL),Toe > Same In (DEX) >> Duck (BOD) >> Op In (DEX) > Op Toe (DEL),4,Pixie Ducking Mirage,,footbagmoves-sample.txt,,,,,,,,,,,,,,Toe > Same In (DEX) >> Duck (BOD) >> Op In (DEX) > Op Toe (DEL),fm_set_arc,Toe > Same In (DEX) >> Duck (BOD) >> Op In (DEX) > Op Toe (DEL),fm_parens,,,4,fm_grammar_claim,0,ok,,,
atomic-butterfly-same-side,atomic-butterfly-same-side,Atomic Butterfly (same side),fm_symbolic_grammar,footbagmoves,sg__503__atomic-butterfly-same-side,fm_grammar_observation,,,,4,,,footbagmoves-sample.txt,,,,,,,,,,,,,,,,,,,,4,fm_grammar_claim,,source_has_no_notation,,,fm:same-side-variant
atomic-osis,atomic-osis,Atomic Osis,fm_symbolic_grammar,footbagmoves,sg__504__atomic-osis,fm_grammar_observation,,,,4,,,footbagmoves-sample.txt,,,,,,,,,,,,,,,,,,,,4,fm_grammar_claim,,source_has_no_notation,,,
atomic-ss-osis,atomic-ss-osis,Atomic ss Osis,fm_symbolic_grammar,footbagmoves,sg__505__atomic-ss-osis,fm_grammar_observation,,,,4,Tapping Osis,,footbagmoves-sample.txt,,,,,,,,,,,,,,,,,,,,4,fm_grammar_claim,,source_has_no_notation,,,
barfly,barfly,Barfly,fm_symbolic_grammar,footbagmoves,sg__506__barfly,fm_grammar_observation,4,Clip >> Same Out (DEX) > Same Out (DEX) > Op Clip (XBD)(DEL),Clip >> Same Out (DEX) > Same Out (DEX) > Op Clip (XBD)(DEL),4,Far Double Over Down,,footbagmoves-sample.txt,,,,,,,,,,,,,,Clip >> Same Out (DEX) > Same Out (DEX) > Op Clip (XBD)(DEL),fm_set_arc,Clip >> Same Out (DEX) > Same Out (DEX) > Op Clip (XBD)(DEL),fm_parens,,,4,fm_grammar_claim,0,ok,,,
barfry,barfry,Barfry,fm_symbolic_grammar,footbagmoves,sg__507__barfry,fm_grammar_observation,,Clip > Same Out (DEX) >> Same Out (DEX) > Op Clip (XBD)(DEL),Clip > Same Out (DEX) >> Same Out (DEX) > Op Clip (XBD)(DEL),4,Nuclear ss Butterfly,,footbagmoves-sample.txt,,,,,,,,,,,,,,Clip > Same Out (DEX) >> Same Out (DEX) > Op Clip (XBD)(DEL),fm_set_arc,Clip > Same Out (DEX) >> Same Out (DEX) > Op Clip (XBD)(DEL),fm_parens,,,4,fm_grammar_claim,,ok,,,
blaze,blaze,Blaze,fm_symbolic_grammar,footbagmoves,sg__508__blaze,fm_grammar_observation,3,Clip > Op Front Whirl (DEX) >> Op In (DEX) > Op Toe (DEL),Clip > Op Front Whirl (DEX) >> Op In (DEX) > Op Toe (DEL),4,Blazing Mirage,,footbagmoves-sample.txt,,,,,,,,,,,,,,Clip > Op Front Whirl (DEX) >> Op In (DEX) > Op Toe (DEL),fm_set_arc,Clip > Op Front Whirl (DEX) >> Op In (DEX) > Op Toe (DEL),fm_parens,,,4,fm_grammar_claim,1,ok,,,add-delta:+1
blender,blender,Blender,fm_symbolic_grammar,footbagmoves,sg__509__blender,fm_grammar_observation,4,Clip >> Op Front Whirl (DEX) > (back) Spin (BOD) > Same Clip (XBD)(DEL),Clip >> Op Front Whirl (DEX) > (back) Spin (BOD) > Same Clip (XBD)(DEL),4,Whirling Osis,,footbagmoves-sample.txt,,,,,,,,,,,,,,Clip >> Op Front Whirl (DEX) > (back) Spin (BOD) > Same Clip (XBD)(DEL),fm_set_arc,Clip >> Op Front Whirl (DEX) > (back) Spin (BOD) > Same Clip (XBD)(DEL),fm_parens,,,4,fm_grammar_claim,0,ok,,,
