slug,canonical_name,display_name,hashtag,publication_status,first_class_tier,family,base_trick,modifiers,notation_primary,notation_primary_system,operational_notation,operational_notation_source,operational_notation_convention,stanford_symbolic,stanford_symbolic_normalized,stanford_components,stanford_parseable,official_add,add_formula_primary,source_add_claim,source_add_system,doctrine_divergence_category,source_primary,source_refs,parser_status,shorthand_status,notation_gap,curator_notes
pixie-ss-symposium-reverse-whirling-xbd-rake,Pixie ss Symposium Reverse Whirling XBD Rake,Pixie ss Symposium Reverse Whirling XBD Rake,#pixie_ss_symposium_reverse_whirling_xbd_rake,stanford_only_unpublished,,,,,,missing,,,,Z+1.+!0-xR *,Z+1.+!0-xR*,"[""toe-set"", ""same-side"", ""in-out-dex"", ""peak"", ""same-side"", ""no-plant-while"", ""out-in-dex"", ""opposite-side"", ""crossbody-rake"", ""any-set""]",true,,,6,stanford,,stanford,stanford-2.txt,,stanford_only,no-job-stanford-only,stanford-only row; no canonical match by name
pixie-ss-torque,Pixie ss Torque,Pixie ss Torque,#pixie_ss_torque,stanford_only_unpublished,,,,,,missing,,,,Z+1_.+1/-X,Z+1_.+1/-X,"[""toe-set"", ""same-side"", ""in-out-dex"", ""plant"", ""peak"", ""same-side"", ""in-out-dex"", ""forward-spin"", ""opposite-side"", ""clipper-set""]",true,,,5,stanford,,stanford,stanford-2.txt,,stanford_only,no-job-stanford-only,stanford-only row; no canonical match by name
pixie-ss-whirl,Pixie ss Whirl,Pixie ss Whirl,#pixie_ss_whirl,stanford_only_unpublished,,,,,,missing,,,,Z+1_.+1-X,Z+1_.+1-X,"[""toe-set"", ""same-side"", ""in-out-dex"", ""plant"", ""peak"", ""same-side"", ""in-out-dex"", ""opposite-side"", ""clipper-set""]",true,,,4,stanford,,stanford,stanford-2.txt,,stanford_only,no-job-stanford-only,stanford-only row; no canonical match by name
pixie-ss-xbd-rake,Pixie ss XBD Rake,Pixie ss XBD Rake,#pixie_ss_xbd_rake,stanford_only_unpublished,,,,,,missing,,,,Z+1.-xR,Z+1.-xR,"[""toe-set"", ""same-side"", ""in-out-dex"", ""peak"", ""opposite-side"", ""crossbody-rake""]",true,,,4,stanford,,stanford,stanford-2.txt,,stanford_only,no-job-stanford-only,stanford-only row; no canonical match by name
pixie-swirl,Pixie Swirl,Pixie Swirl,#pixie_swirl,stanford_only_unpublished,,,,,,missing,,,,Z+1.+6+X,Z+1.+6+X,"[""toe-set"", ""same-side"", ""in-out-dex"", ""peak"", ""same-side"", ""back-dex-swirl"", ""same-side"", ""clipper-set""]",true,,,4,stanford,,stanford,stanford-2.txt,,stanford_only,no-job-stanford-only,stanford-only row; no canonical match by name
pixie-symposium-eggbeater,Pixie Symposium Eggbeater,Pixie Symposium Eggbeater,#pixie_symposium_eggbeater,stanford_only_unpublished,,,,,,missing,,,,Z+1.-!0-0+Z,Z+1.-!0-0+Z,"[""toe-set"", ""same-side"", ""in-out-dex"", ""peak"", ""opposite-side"", ""no-plant-while"", ""out-in-dex"", ""opposite-side"", ""out-in-dex"", ""same-side"", ""toe-set""]",true,,,5,stanford,,stanford,stanford-2.txt,,stanford_only,no-job-stanford-only,stanford-only row; no canonical match by name
pixie-symposium-mirage,Pixie Symposium Mirage,Pixie Symposium Mirage,#pixie_symposium_mirage,stanford_only_unpublished,,,,,,missing,,,,Z+1.-!1-Z,Z+1.-!1-Z,"[""toe-set"", ""same-side"", ""in-out-dex"", ""peak"", ""opposite-side"", ""no-plant-while"", ""in-out-dex"", ""opposite-side"", ""toe-set""]",true,,,4,stanford,,stanford,stanford-2.txt,,stanford_only,no-job-stanford-only,stanford-only row; no canonical match by name
pixie-symposium-reverse-whirl,Pixie Symposium Reverse Whirl,Pixie Symposium Reverse Whirl,#pixie_symposium_reverse_whirl,stanford_only_unpublished,,,,,,missing,,,,Z+1.-!0-X,Z+1.-!0-X,"[""toe-set"", ""same-side"", ""in-out-dex"", ""peak"", ""opposite-side"", ""no-plant-while"", ""out-in-dex"", ""opposite-side"", ""clipper-set""]",true,,,5,stanford,,stanford,stanford-2.txt,,stanford_only,no-job-stanford-only,stanford-only row; no canonical match by name
pixie-symposium-whirl,Pixie Symposium Whirl,Pixie Symposium Whirl,#pixie_symposium_whirl,stanford_only_unpublished,,,,,,missing,,,,Z+1.-!1-X,Z+1.-!1-X,"[""toe-set"", ""same-side"", ""in-out-dex"", ""peak"", ""opposite-side"", ""no-plant-while"", ""in-out-dex"", ""opposite-side"", ""clipper-set""]",true,,,5,stanford,,stanford,stanford-2.txt,,stanford_only,no-job-stanford-only,stanford-only row; no canonical match by name
pixie-symposium-whirling-swirl,Pixie Symposium Whirling Swirl,Pixie Symposium Whirling Swirl,#pixie_symposium_whirling_swirl,stanford_only_unpublished,,,,,,missing,,,,Z+1.-!1-6+X,Z+1.-!1-6+X,"[""toe-set"", ""same-side"", ""in-out-dex"", ""peak"", ""opposite-side"", ""no-plant-while"", ""in-out-dex"", ""opposite-side"", ""back-dex-swirl"", ""same-side"", ""clipper-set""]",true,,,6,stanford,,stanford,stanford-2.txt,,stanford_only,no-job-stanford-only,stanford-only row; no canonical match by name
pixie-torque,Pixie Torque,Pixie Torque,#pixie_torque,stanford_only_unpublished,,,,,,missing,,,,Z+1.-1/-X,Z+1.-1/-X,"[""toe-set"", ""same-side"", ""in-out-dex"", ""peak"", ""opposite-side"", ""in-out-dex"", ""forward-spin"", ""opposite-side"", ""clipper-set""]",true,,,5,stanford,,stanford,stanford-2.txt,,stanford_only,no-job-stanford-only,stanford-only row; no canonical match by name
pixie-weaving-butterfly,Pixie Weaving Butterfly,Pixie Weaving Butterfly,#pixie_weaving_butterfly,stanford_only_unpublished,,,,,,missing,,,,Z+1^+0-X,Z+1^+0-X,"[""toe-set"", ""same-side"", ""in-out-dex"", ""duck"", ""same-side"", ""out-in-dex"", ""opposite-side"", ""clipper-set""]",true,,,5,stanford,,stanford,stanford-2.txt,,stanford_only,no-job-stanford-only,stanford-only row; no canonical match by name
pixie-weaving-mirage,Pixie Weaving Mirage,Pixie Weaving Mirage,#pixie_weaving_mirage,stanford_only_unpublished,,,,,,missing,,,,Z+1^+1-Z,Z+1^+1-Z,"[""toe-set"", ""same-side"", ""in-out-dex"", ""duck"", ""same-side"", ""in-out-dex"", ""opposite-side"", ""toe-set""]",true,,,4,stanford,,stanford,stanford-2.txt,,stanford_only,no-job-stanford-only,stanford-only row; no canonical match by name
pixie-weaving-osis,Pixie Weaving Osis,Pixie Weaving Osis,#pixie_weaving_osis,stanford_only_unpublished,,,,,,missing,,,,Z+1^/+X,Z+1^/+X,"[""toe-set"", ""same-side"", ""in-out-dex"", ""duck"", ""forward-spin"", ""same-side"", ""clipper-set""]",true,,,5,stanford,,stanford,stanford-2.txt,,stanford_only,no-job-stanford-only,stanford-only row; no canonical match by name
pixie-weaving-symposium-mirage,Pixie Weaving Symposium Mirage,Pixie Weaving Symposium Mirage,#pixie_weaving_symposium_mirage,stanford_only_unpublished,,,,,,missing,,,,Z+1^+!1-Z,Z+1^+!1-Z,"[""toe-set"", ""same-side"", ""in-out-dex"", ""duck"", ""same-side"", ""no-plant-while"", ""in-out-dex"", ""opposite-side"", ""toe-set""]",true,,,5,stanford,,stanford,stanford-2.txt,,stanford_only,no-job-stanford-only,stanford-only row; no canonical match by name
pixie-weaving-whirl,Pixie Weaving Whirl,Pixie Weaving Whirl,#pixie_weaving_whirl,stanford_only_unpublished,,,,,,missing,,,,Z+1^+1-X,Z+1^+1-X,"[""toe-set"", ""same-side"", ""in-out-dex"", ""duck"", ""same-side"", ""in-out-dex"", ""opposite-side"", ""clipper-set""]",true,,,5,stanford,,stanford,stanford-2.txt,,stanford_only,no-job-stanford-only,stanford-only row; no canonical match by name
pixie-whirl,Pixie Whirl,Pixie Whirl,#pixie_whirl,stanford_only_unpublished,,,,,,missing,,,,Z+1.-1-X,Z+1.-1-X,"[""toe-set"", ""same-side"", ""in-out-dex"", ""peak"", ""opposite-side"", ""in-out-dex"", ""opposite-side"", ""clipper-set""]",true,,,4,stanford,,stanford,stanford-2.txt,,stanford_only,no-job-stanford-only,stanford-only row; no canonical match by name
pixie-wonton-butterfly,Pixie Wonton Butterfly,Pixie Wonton Butterfly,#pixie_wonton_butterfly,stanford_only_unpublished,,,,,,missing,,,,Z+1-!1.-0-X,Z+1-!1.-0-X,"[""toe-set"", ""same-side"", ""in-out-dex"", ""opposite-side"", ""no-plant-while"", ""in-out-dex"", ""peak"", ""opposite-side"", ""out-in-dex"", ""opposite-side"", ""clipper-set""]",true,,,6,stanford,,stanford,stanford-2.txt,,stanford_only,no-job-stanford-only,stanford-only row; no canonical match by name
pixie-xbd-rake,Pixie XBD Rake,Pixie XBD Rake,#pixie_xbd_rake,stanford_only_unpublished,,,,,,missing,,,,Z+1.+xR,Z+1.+xR,"[""toe-set"", ""same-side"", ""in-out-dex"", ""peak"", ""same-side"", ""crossbody-rake""]",true,,,4,stanford,,stanford,stanford-2.txt,,stanford_only,no-job-stanford-only,stanford-only row; no canonical match by name
pixie-zulu-butterfly,Pixie Zulu Butterfly,Pixie Zulu Butterfly,#pixie_zulu_butterfly,stanford_only_unpublished,,,,,,missing,,,,Z+1&-0-X,Z+1&-0-X,"[""toe-set"", ""same-side"", ""in-out-dex"", ""dive"", ""opposite-side"", ""out-in-dex"", ""opposite-side"", ""clipper-set""]",true,,,5,stanford,,stanford,stanford-2.txt,,stanford_only,no-job-stanford-only,stanford-only row; no canonical match by name
pixie-zulu-mirage,Pixie Zulu Mirage,Pixie Zulu Mirage,#pixie_zulu_mirage,stanford_only_unpublished,,,,,,missing,,,,Z+1&-1-Z,Z+1&-1-Z,"[""toe-set"", ""same-side"", ""in-out-dex"", ""dive"", ""opposite-side"", ""in-out-dex"", ""opposite-side"", ""toe-set""]",true,,,4,stanford,,stanford,stanford-2.txt,,stanford_only,no-job-stanford-only,stanford-only row; no canonical match by name
pixie-zulu-osis,Pixie Zulu Osis,Pixie Zulu Osis,#pixie_zulu_osis,stanford_only_unpublished,,,,,,missing,,,,Z+1&/-X,Z+1&/-X,"[""toe-set"", ""same-side"", ""in-out-dex"", ""dive"", ""forward-spin"", ""opposite-side"", ""clipper-set""]",true,,,5,stanford,,stanford,stanford-2.txt,,stanford_only,no-job-stanford-only,stanford-only row; no canonical match by name
pixie-zulu-symposium-mirage,Pixie Zulu Symposium Mirage,Pixie Zulu Symposium Mirage,#pixie_zulu_symposium_mirage,stanford_only_unpublished,,,,,,missing,,,,Z+1&-!1-Z,Z+1&-!1-Z,"[""toe-set"", ""same-side"", ""in-out-dex"", ""dive"", ""opposite-side"", ""no-plant-while"", ""in-out-dex"", ""opposite-side"", ""toe-set""]",true,,,5,stanford,,stanford,stanford-2.txt,,stanford_only,no-job-stanford-only,stanford-only row; no canonical match by name
pixie-zulu-whirl,Pixie Zulu Whirl,Pixie Zulu Whirl,#pixie_zulu_whirl,stanford_only_unpublished,,,,,,missing,,,,Z+1&-1-X,Z+1&-1-X,"[""toe-set"", ""same-side"", ""in-out-dex"", ""dive"", ""opposite-side"", ""in-out-dex"", ""opposite-side"", ""clipper-set""]",true,,,5,stanford,,stanford,stanford-2.txt,,stanford_only,no-job-stanford-only,stanford-only row; no canonical match by name
pogo-barfly,Pogo Barfly,Pogo Barfly,#pogo_barfly,stanford_only_unpublished,,,,,,missing,,,,X-!1.-0+0-X,X-!1.-0+0-X,"[""clipper-set"", ""opposite-side"", ""no-plant-while"", ""in-out-dex"", ""peak"", ""opposite-side"", ""out-in-dex"", ""same-side"", ""out-in-dex"", ""opposite-side"", ""clipper-set""]",true,,,5,stanford,,stanford,stanford-2.txt,,stanford_only,no-job-stanford-only,stanford-only row; no canonical match by name
pogo-barrage,Pogo Barrage,Pogo Barrage,#pogo_barrage,stanford_only_unpublished,,,,,,missing,,,,X-!1.-1+1-Z,X-!1.-1+1-Z,"[""clipper-set"", ""opposite-side"", ""no-plant-while"", ""in-out-dex"", ""peak"", ""opposite-side"", ""in-out-dex"", ""same-side"", ""in-out-dex"", ""opposite-side"", ""toe-set""]",true,,,5,stanford,,stanford,stanford-2.txt,,stanford_only,no-job-stanford-only,stanford-only row; no canonical match by name
pogo-blender,Pogo Blender,Pogo Blender,#pogo_blender,stanford_only_unpublished,,,,,,missing,,,,X-!1.-1\-X,X-!1.-1\-X,"[""clipper-set"", ""opposite-side"", ""no-plant-while"", ""in-out-dex"", ""peak"", ""opposite-side"", ""in-out-dex"", ""backward-spin"", ""opposite-side"", ""clipper-set""]",true,,,6,stanford,,stanford,stanford-2.txt,,stanford_only,no-job-stanford-only,stanford-only row; no canonical match by name
pogo-butterfly,Pogo Butterfly,Pogo Butterfly,#pogo_butterfly,stanford_only_unpublished,,,,,,missing,,,,X-!1.-0-X,X-!1.-0-X,"[""clipper-set"", ""opposite-side"", ""no-plant-while"", ""in-out-dex"", ""peak"", ""opposite-side"", ""out-in-dex"", ""opposite-side"", ""clipper-set""]",true,,,4,stanford,,stanford,stanford-2.txt,,stanford_only,no-job-stanford-only,stanford-only row; no canonical match by name
pogo-clipper,Pogo Clipper,Pogo Clipper,#pogo_clipper,stanford_only_unpublished,,,,,,missing,,,,X-!1.+X,X-!1.+X,"[""clipper-set"", ""opposite-side"", ""no-plant-while"", ""in-out-dex"", ""peak"", ""same-side"", ""clipper-set""]",true,,,3,stanford,,stanford,stanford-2.txt,,stanford_only,no-job-stanford-only,stanford-only row; no canonical match by name
pogo-da-da-curve,Pogo Da Da Curve,Pogo Da Da Curve,#pogo_da_da_curve,stanford_only_unpublished,,,,,,missing,,,,X-!1.-1-!0-X,X-!1.-1-!0-X,"[""clipper-set"", ""opposite-side"", ""no-plant-while"", ""in-out-dex"", ""peak"", ""opposite-side"", ""in-out-dex"", ""opposite-side"", ""no-plant-while"", ""out-in-dex"", ""opposite-side"", ""clipper-set""]",true,,,6,stanford,,stanford,stanford-2.txt,,stanford_only,no-job-stanford-only,stanford-only row; no canonical match by name
pogo-dlo,Pogo DLO,Pogo DLO,#pogo_dlo,stanford_only_unpublished,,,,,,missing,,,,X-!1.-1-0+Z,X-!1.-1-0+Z,"[""clipper-set"", ""opposite-side"", ""no-plant-while"", ""in-out-dex"", ""peak"", ""opposite-side"", ""in-out-dex"", ""opposite-side"", ""out-in-dex"", ""same-side"", ""toe-set""]",true,,,5,stanford,,stanford,stanford-2.txt,,stanford_only,no-job-stanford-only,stanford-only row; no canonical match by name
pogo-drifter,Pogo Drifter,Pogo Drifter,#pogo_drifter,stanford_only_unpublished,,,,,,missing,,,,X-!1.-1+X,X-!1.-1+X,"[""clipper-set"", ""opposite-side"", ""no-plant-while"", ""in-out-dex"", ""peak"", ""opposite-side"", ""in-out-dex"", ""same-side"", ""clipper-set""]",true,,,5,stanford,,stanford,stanford-2.txt,,stanford_only,no-job-stanford-only,stanford-only row; no canonical match by name
pogo-eggbeater,Pogo Eggbeater,Pogo Eggbeater,#pogo_eggbeater,stanford_only_unpublished,,,,,,missing,,,,X-!1.-0-0+Z,X-!1.-0-0+Z,"[""clipper-set"", ""opposite-side"", ""no-plant-while"", ""in-out-dex"", ""peak"", ""opposite-side"", ""out-in-dex"", ""opposite-side"", ""out-in-dex"", ""same-side"", ""toe-set""]",true,,,5,stanford,,stanford,stanford-2.txt,,stanford_only,no-job-stanford-only,stanford-only row; no canonical match by name
pogo-illusion,Pogo Illusion,Pogo Illusion,#pogo_illusion,stanford_only_unpublished,,,,,,missing,,,,X-!1.-0-Z,X-!1.-0-Z,"[""clipper-set"", ""opposite-side"", ""no-plant-while"", ""in-out-dex"", ""peak"", ""opposite-side"", ""out-in-dex"", ""opposite-side"", ""toe-set""]",true,,,4,stanford,,stanford,stanford-2.txt,,stanford_only,no-job-stanford-only,stanford-only row; no canonical match by name
pogo-legover,Pogo Legover,Pogo Legover,#pogo_legover,stanford_only_unpublished,,,,,,missing,,,,X-!1.-0+Z,X-!1.-0+Z,"[""clipper-set"", ""opposite-side"", ""no-plant-while"", ""in-out-dex"", ""peak"", ""opposite-side"", ""out-in-dex"", ""same-side"", ""toe-set""]",true,,,3,stanford,,stanford,stanford-2.txt,,stanford_only,no-job-stanford-only,stanford-only row; no canonical match by name
pogo-mirage,Pogo Mirage,Pogo Mirage,#pogo_mirage,stanford_only_unpublished,,,,,,missing,,,,X-!1.-1-Z,X-!1.-1-Z,"[""clipper-set"", ""opposite-side"", ""no-plant-while"", ""in-out-dex"", ""peak"", ""opposite-side"", ""in-out-dex"", ""opposite-side"", ""toe-set""]",true,,,4,stanford,,stanford,stanford-2.txt,,stanford_only,no-job-stanford-only,stanford-only row; no canonical match by name
pogo-motion,Pogo Motion,Pogo Motion,#pogo_motion,stanford_only_unpublished,,,,,,missing,,,,X-!1.-0+0\+X,X-!1.-0+0\+X,"[""clipper-set"", ""opposite-side"", ""no-plant-while"", ""in-out-dex"", ""peak"", ""opposite-side"", ""out-in-dex"", ""same-side"", ""out-in-dex"", ""backward-spin"", ""same-side"", ""clipper-set""]",true,,,6,stanford,,stanford,stanford-2.txt,,stanford_only,no-job-stanford-only,stanford-only row; no canonical match by name
pogo-pickup,Pogo Pickup,Pogo Pickup,#pogo_pickup,stanford_only_unpublished,,,,,,missing,,,,X-!1.-1+Z,X-!1.-1+Z,"[""clipper-set"", ""opposite-side"", ""no-plant-while"", ""in-out-dex"", ""peak"", ""opposite-side"", ""in-out-dex"", ""same-side"", ""toe-set""]",true,,,3,stanford,,stanford,stanford-2.txt,,stanford_only,no-job-stanford-only,stanford-only row; no canonical match by name
pogo-ss-clipper,Pogo ss Clipper,Pogo ss Clipper,#pogo_ss_clipper,stanford_only_unpublished,,,,,,missing,,,,X-!1.-X,X-!1.-X,"[""clipper-set"", ""opposite-side"", ""no-plant-while"", ""in-out-dex"", ""peak"", ""opposite-side"", ""clipper-set""]",true,,,3,stanford,,stanford,stanford-2.txt,,stanford_only,no-job-stanford-only,stanford-only row; no canonical match by name
pogo-ss-flail,Pogo ss Flail,Pogo ss Flail,#pogo_ss_flail,stanford_only_unpublished,,,,,,missing,,,,X-!1.-!0-Z,X-!1.-!0-Z,"[""clipper-set"", ""opposite-side"", ""no-plant-while"", ""in-out-dex"", ""peak"", ""opposite-side"", ""no-plant-while"", ""out-in-dex"", ""opposite-side"", ""toe-set""]",true,,,4,stanford,,stanford,stanford-2.txt,,stanford_only,no-job-stanford-only,stanford-only row; no canonical match by name
pogo-ss-illusion,Pogo ss Illusion,Pogo ss Illusion,#pogo_ss_illusion,stanford_only_unpublished,,,,,,missing,,,,X-!1.+0-Z,X-!1.+0-Z,"[""clipper-set"", ""opposite-side"", ""no-plant-while"", ""in-out-dex"", ""peak"", ""same-side"", ""out-in-dex"", ""opposite-side"", ""toe-set""]",true,,,3,stanford,,stanford,stanford-2.txt,,stanford_only,no-job-stanford-only,stanford-only row; no canonical match by name
pogo-ss-legover,Pogo ss Legover,Pogo ss Legover,#pogo_ss_legover,stanford_only_unpublished,,,,,,missing,,,,X-!1.+0+Z,X-!1.+0+Z,"[""clipper-set"", ""opposite-side"", ""no-plant-while"", ""in-out-dex"", ""peak"", ""same-side"", ""out-in-dex"", ""same-side"", ""toe-set""]",true,,,3,stanford,,stanford,stanford-2.txt,,stanford_only,no-job-stanford-only,stanford-only row; no canonical match by name
pogo-ss-mirage,Pogo ss Mirage,Pogo ss Mirage,#pogo_ss_mirage,stanford_only_unpublished,,,,,,missing,,,,X-!1.+1-Z,X-!1.+1-Z,"[""clipper-set"", ""opposite-side"", ""no-plant-while"", ""in-out-dex"", ""peak"", ""same-side"", ""in-out-dex"", ""opposite-side"", ""toe-set""]",true,,,3,stanford,,stanford,stanford-2.txt,,stanford_only,no-job-stanford-only,stanford-only row; no canonical match by name
pogo-ss-pickup,Pogo ss Pickup,Pogo ss Pickup,#pogo_ss_pickup,stanford_only_unpublished,,,,,,missing,,,,X-!1.+1+Z,X-!1.+1+Z,"[""clipper-set"", ""opposite-side"", ""no-plant-while"", ""in-out-dex"", ""peak"", ""same-side"", ""in-out-dex"", ""same-side"", ""toe-set""]",true,,,3,stanford,,stanford,stanford-2.txt,,stanford_only,no-job-stanford-only,stanford-only row; no canonical match by name
pogo-ss-symposium-mirage,Pogo ss Symposium Mirage,Pogo ss Symposium Mirage,#pogo_ss_symposium_mirage,stanford_only_unpublished,,,,,,missing,,,,X-!1.+!1-Z,X-!1.+!1-Z,"[""clipper-set"", ""opposite-side"", ""no-plant-while"", ""in-out-dex"", ""peak"", ""same-side"", ""no-plant-while"", ""in-out-dex"", ""opposite-side"", ""toe-set""]",true,,,4,stanford,,stanford,stanford-2.txt,,stanford_only,no-job-stanford-only,stanford-only row; no canonical match by name
pogo-torque,Pogo Torque,Pogo Torque,#pogo_torque,stanford_only_unpublished,,,,,,missing,,,,X-!1.-1/-X,X-!1.-1/-X,"[""clipper-set"", ""opposite-side"", ""no-plant-while"", ""in-out-dex"", ""peak"", ""opposite-side"", ""in-out-dex"", ""forward-spin"", ""opposite-side"", ""clipper-set""]",true,,,6,stanford,,stanford,stanford-2.txt,,stanford_only,no-job-stanford-only,stanford-only row; no canonical match by name
pogo-voodoo,Pogo Voodoo,Pogo Voodoo,#pogo_voodoo,stanford_only_unpublished,,,,,,missing,,,,X-!1.-1-!1-Z,X-!1.-1-!1-Z,"[""clipper-set"", ""opposite-side"", ""no-plant-while"", ""in-out-dex"", ""peak"", ""opposite-side"", ""in-out-dex"", ""opposite-side"", ""no-plant-while"", ""in-out-dex"", ""opposite-side"", ""toe-set""]",true,,,7,stanford,,stanford,stanford-2.txt,,stanford_only,no-job-stanford-only,stanford-only row; no canonical match by name
pogo-whirl,Pogo Whirl,Pogo Whirl,#pogo_whirl,stanford_only_unpublished,,,,,,missing,,,,X-!1.-1-X,X-!1.-1-X,"[""clipper-set"", ""opposite-side"", ""no-plant-while"", ""in-out-dex"", ""peak"", ""opposite-side"", ""in-out-dex"", ""opposite-side"", ""clipper-set""]",true,,,5,stanford,,stanford,stanford-2.txt,,stanford_only,no-job-stanford-only,stanford-only row; no canonical match by name
pogo-whirling-swirl,Pogo Whirling Swirl,Pogo Whirling Swirl,#pogo_whirling_swirl,stanford_only_unpublished,,,,,,missing,,,,X-!1.-1-6+X,X-!1.-1-6+X,"[""clipper-set"", ""opposite-side"", ""no-plant-while"", ""in-out-dex"", ""peak"", ""opposite-side"", ""in-out-dex"", ""opposite-side"", ""back-dex-swirl"", ""same-side"", ""clipper-set""]",true,,,6,stanford,,stanford,stanford-2.txt,,stanford_only,no-job-stanford-only,stanford-only row; no canonical match by name
quantum-blender,Quantum Blender,Quantum Blender,#quantum_blender,stanford_only_unpublished,,,,,,missing,,,,Z-1.-1\+X,Z-1.-1\+X,"[""toe-set"", ""opposite-side"", ""in-out-dex"", ""peak"", ""opposite-side"", ""in-out-dex"", ""backward-spin"", ""same-side"", ""clipper-set""]",true,,,6,stanford,,stanford,stanford-2.txt,,stanford_only,no-job-stanford-only,stanford-only row; no canonical match by name
