slug,field,old_value,new_value,source_note
paradox-symposium-whirling-rake,operational_notation,,SET > OP WHIRL [DEX] > SAME SYMP [DEX] > SWING [DEX] [PDX] > SAME TOE [DEL],Promoted 2026-06-08 (slice 6): X-modifiers + rake terminal (SWING [DEX] > SAME TOE [DEL]); parser-verified; bracket count = ADD.
diving-drifter,operational_notation,,SET > DIVE [BOD] > OP IN [DEX] > SAME CLIP [XBD] [DEL],"Diving chassis: DIVE [BOD] after entry (+1 ADD), mirror of canonical diving exemplars; bracket count 4 equals asserted ADD."
diving-guay,operational_notation,,SET > DIVE [BOD] > OP IN [DEX] > SAME INSIDE [DEL],"Diving chassis: DIVE [BOD] after entry (+1 ADD), mirror of canonical diving exemplars; bracket count 3 equals asserted ADD."
diving-pickup,operational_notation,,SET > DIVE [BOD] > OP IN [DEX] > SAME TOE [DEL],"Diving chassis: DIVE [BOD] after entry (+1 ADD), mirror of canonical diving exemplars; bracket count 3 equals asserted ADD."
diving-smudge,operational_notation,,TOE > DIVE [BOD] > SAME IN [DEX] > OP OUT [DEX] > OP TOE [DEL],"Diving chassis: DIVE [BOD] after entry (+1 ADD), mirror of canonical diving exemplars; bracket count 4 equals asserted ADD."
inspinning-guay,operational_notation,,CLIP > (front) SPIN [BOD] > SAME IN [DEX] > SAME INSIDE [DEL],"Inspinning (pt7): mirror of spinning-guay with (back) to (front) SPIN and first dex OP to SAME; entry normalized to CLIP per spinning-guay; bracket count 3 equals asserted ADD."
spinning-butterfly-kick,operational_notation,,SET > (back) SPIN [BOD] JUMP [BOD] > SAME/OP OUT [DEX] [KICK],"Spinning on jump-class base: (back) SPIN [BOD] merges with the base JUMP per the gyro-eclipse exemplar (+1 ADD); bracket count 3 equals asserted ADD."
triple-spin,notation,,TRIPLE SPIN,James curator fborg-reconciliation: JOB per mechanical uppercase rule.
triple-spin,operational_notation,,SPIN [BOD] > SPIN [BOD] > SPIN [BOD],James curator ruling: fborg-3add Triple Spin. 3 brackets matches 3 ADD.
triple-orbit,notation,,TRIPLE ORBIT,James curator fborg-reconciliation: JOB per mechanical uppercase rule.
triple-orbit,operational_notation,,TOE > SAME OUT [DEX] > SAME OUT [DEX] > SAME OUT [DEX] > SAME TOE [DEL],James curator ruling: orbit plus two extra dexes. 4 brackets matches 4 ADD.
double-pixie,notation,,DOUBLE PIXIE,James curator fborg-reconciliation: JOB per mechanical uppercase rule.
double-pixie,operational_notation,,TOE > SAME IN [DEX] > SAME IN [DEX] > OP TOE [DEL],James curator ruling: double the pixie dex; set-to-trick implies terminal toe stall. 3 brackets matches 3 ADD.
double-fairy,notation,,DOUBLE FAIRY,James curator fborg-reconciliation: JOB per mechanical uppercase rule.
double-fairy,operational_notation,,TOE > SAME OUT [DEX] > SAME OUT [DEX] > OP TOE [DEL],James curator ruling: double the fairy dex; set-to-trick implies terminal toe stall. 3 brackets matches 3 ADD.
orbit-kick,notation,,ORBIT KICK,James curator fborg-reconciliation: JOB per mechanical uppercase rule.
orbit-kick,operational_notation,,TOE > SAME OUT [DEX] [KICK],James curator ruling: orbit minus terminal stall (kick rule). 1 bracket matches 1 ADD.
legover-kick,notation,,LEGOVER KICK,James curator fborg-reconciliation: JOB per mechanical uppercase rule.
legover-kick,operational_notation,,SET > OP OUT [DEX] [KICK],James curator ruling: legover minus terminal stall (kick rule). 1 bracket matches 1 ADD.
double-kick,notation,,DOUBLE KICK,James curator fborg-reconciliation: JOB self-token mirrors double-knee.
double-kick,operational_notation,,DOUBLE KICK [BOD] [KICK],James curator ruling: sui-generis self-token 1 ADD body primitive (foot analogue of double-knee).
diving-clipper,operational_notation,,SET > DIVE [BOD] > SAME CLIP [XBD] [DEL],James curator clipper-stall ruling: terminal clipper is a stall (XBD + DEL = 2 ADD). diving(1) + clipper-stall(2) = 3. 3 brackets matches 3 ADD.
gyro-clipper,operational_notation,,SET > (back) SPIN [BOD] > SAME CLIP [XBD] [DEL],James curator clipper-stall ruling: terminal clipper is a stall. gyro(1) + clipper-stall(2) = 3. 3 brackets matches 3 ADD.
clipper,operational_notation,,CLIP [XBD],James curator fborg-reconciliation: clipper (1 ADD) is the kick-only cross-body inside kick ([XBD] only); clipper-stall is the 2-ADD [XBD] [DEL] form. 1 bracket matches 1 ADD.
dragon,notation,,DRAGON,James curator fborg-reconciliation: JOB per mechanical uppercase rule.
dragon,operational_notation,,SET > SAME OUT [XBD] [DEL],James curator ruling: fborg-2add Dragon (cross body outside delay). 2 brackets matches 2 ADD.
probe,notation,,PROBE,James curator fborg-reconciliation: JOB per mechanical uppercase rule.
probe,operational_notation,,SET > OP CLIP [XBD] [DEL],James curator ruling: fborg-2add Probe (blind opposite-shoulder clipper stall). 2 brackets matches 2 ADD.
toe-clipper,notation,,TOE CLIPPER,James curator fborg-reconciliation: JOB per mechanical uppercase rule.
toe-clipper,operational_notation,,SET > OP TOE [BOD] [XBD],James curator ruling: fborg-2add Toe Clipper (jump cross-body toe kick). 2 brackets matches 2 ADD.
stepping-clipper,operational_notation,,CLIP > OP IN [DEX] > SAME CLIP [XBD] [DEL],James curator clipper-stall ruling: stepping(1) + clipper-stall(2) = 3. 3 brackets matches 3 ADD.
pixie-clipper,operational_notation,,TOE > SAME IN [DEX] > SAME/OP CLIP [XBD] [DEL],James curator: promote generic pixie-clipper to direction-unspecified 3 ADD (no fborg generic precedent); pixie dex(1) + clipper-stall(2) = 3. 3 brackets matches 3 ADD.
miraging-kick,notation,,MIRAGING KICK,James curator fborg-reconciliation: JOB per mechanical uppercase rule.
miraging-kick,operational_notation,,SET > OP IN [DEX] [KICK],James curator ruling: curator-approved miraging-kick (kick-only dex atom). 1 bracket matches 1 ADD.
illusioning-kick,notation,,ILLUSIONING KICK,James curator fborg-reconciliation: JOB per mechanical uppercase rule.
illusioning-kick,operational_notation,,SET > OP OUT [DEX] [KICK],James curator ruling: curator-approved illusioning-kick (kick-only dex atom). 1 bracket matches 1 ADD.
double-illusion,notation,,DOUBLE ILLUSION,James PassBack-reconciliation: JOB per mechanical uppercase rule.
double-illusion,operational_notation,,SET > OP OUT [DEX] > OP OUT [DEX] > OP TOE [DEL],James ruling: multiplicity of illusion. 3 brackets matches 3 ADD.
double-whirl,notation,,DOUBLE WHIRL,James PassBack-reconciliation: JOB per mechanical uppercase rule.
double-whirl,operational_notation,,SET > OP IN [DEX] > OP IN [DEX] > OP CLIP [XBD] [DEL],James ruling: multiplicity of whirl; fborg-4add double whirl. 4 brackets matches 4 ADD.
triple-swirl,notation,,TRIPLE SWIRL,James PassBack-reconciliation: JOB per mechanical uppercase rule.
triple-swirl,operational_notation,,CLIP > SAME BACK SWIRL [DEX] > SAME BACK SWIRL [DEX] > SAME BACK SWIRL [DEX] > SAME CLIP [XBD] [DEL],James ruling: multiplicity of swirl. 5 brackets matches 5 ADD.
triple-mirage,notation,,TRIPLE MIRAGE,James PassBack-reconciliation: JOB per mechanical uppercase rule.
triple-mirage,operational_notation,,SET > OP IN [DEX] > OP IN [DEX] > OP IN [DEX] > OP TOE [DEL],James ruling: multiplicity of mirage. 4 brackets matches 4 ADD.
atomic-blender,notation,,ATOMIC BLENDER,James PassBack-reconciliation: JOB per mechanical uppercase rule.
atomic-blender,operational_notation,,TOE > OP OUT [DEX] > OP IN [DEX] > (back) SPIN [BOD] > SAME CLIP [XBD] [DEL],James ruling: atomic chassis plus blender. 5 brackets matches 5 ADD.
atomic-blender,trick_family,,osis,James loader-19 base-family override: blender family is osis.
atomic-double-leg-over,notation,,ATOMIC DOUBLE LEGOVER,James PassBack-reconciliation: JOB per mechanical uppercase rule.
atomic-double-leg-over,operational_notation,,TOE > OP OUT [DEX] > OP IN [DEX] > OP OUT [DEX] > SAME TOE [DEL],James ruling: atomic dex prefix plus double-leg-over. 4 brackets matches 4 ADD.
atomic-double-leg-over,trick_family,,legover,James loader-19 base-family override: double-leg-over family is legover.
atomic-ducking-torque,notation,,ATOMIC DUCKING TORQUE,James PassBack-reconciliation: JOB per mechanical uppercase rule.
atomic-ducking-torque,operational_notation,,TOE > OP OUT [DEX] > DUCK [BOD] > OP IN [DEX] > (back) SPIN [BOD] > OP CLIP [XBD] [DEL],James ruling: atomic plus ducking on torque. 6 brackets matches 6 ADD.
atomic-ducking-torque,trick_family,,osis,James loader-19 base-family override: torque family is osis.
diving-eclipse,operational_notation,,SET > DIVE [BOD] > JUMP [BOD] > SAME/OP INSIDE [DEL] > OP OUT [DEX] > (land),James notation-backfill: diving on eclipse; bracket count 4 matches ADD.
diving-toe-stall,operational_notation,,SET > DIVE [BOD] > SAME TOE [DEL],James notation-backfill: diving on toe-stall; bracket count 2 matches ADD.
spinning-ducking-drifter,operational_notation,,TOE > (back) SPIN [BOD] > DUCK [BOD] > OP IN [DEX] > SAME CLIP [XBD] [DEL],James notation-backfill: spinning on ducking-drifter; bracket count 5 matches ADD.
spinning-miraging-symposium-torque,operational_notation,,SET > (back) SPIN [BOD] > OP IN [DEX] > (no plant while) OP IN [DEX] [BOD] > (back) SPIN [BOD] > OP CLIP [XBD] [DEL],James notation-backfill: spinning miraging on symposium-torque; bracket count 7 matches ADD.
spinning-symposium-whirling-swirl,operational_notation,,CLIP > (back) SPIN [BOD] > (no plant while) OP IN [BOD] [DEX] > OP BACK SWIRL [DEX] > SAME CLIP [XBD] [DEL],James notation-backfill: spinning symposium on whirling-swirl; bracket count 6 matches ADD.
spinning-tomahawk,operational_notation,,CLIP > (back) SPIN [BOD] >> DUCK [BOD] >> SAME FRONT WHIRL [DEX] [PDX] > OP CLIP [XBD] [DEL],James notation-backfill: spinning on tomahawk; bracket count 6 matches ADD.
stepping-ducking-symposium-eggbeater,operational_notation,,SET > OP IN [DEX] > DUCK [BOD] > (no plant while) OP OUT [BOD] [DEX] > OP OUT [DEX] > SAME TOE [DEL],James notation-backfill: stepping ducking symposium on eggbeater; bracket count 6 matches ADD.
symposium-blur,operational_notation,,CLIP > (no plant while) OP IN [BOD] [DEX] >> OP IN [DEX] [PDX] > OP TOE [DEL],James notation-backfill: symposium on blur; bracket count 5 matches ADD.
symposium-mobius,operational_notation,,CLIP >> (back) SPIN [BOD] >> (no plant while) SAME IN [BOD] [DEX] > (front) SPIN [BOD] > OP CLIP [XBD] [DEL],James notation-backfill: symposium on mobius; bracket count 6 matches ADD.
symposium-tomahawk,operational_notation,,CLIP >> DUCK [BOD] >> (no plant while) SAME FRONT WHIRL [BOD] [DEX] [PDX] > OP CLIP [XBD] [DEL],James notation-backfill: symposium on tomahawk; bracket count 6 matches ADD.
whirling-pickup,operational_notation,,SET > OP FRONT WHIRL [DEX] > OP IN [DEX] > SAME TOE [DEL],James notation-backfill: whirling on pickup; bracket count 3 matches ADD.
whirling-rake,operational_notation,,SET > OP FRONT WHIRL [DEX] > SWING [DEX] > SAME TOE [DEL],James notation-backfill: whirling on rake; bracket count 3 matches ADD.
blizzard,operational_notation,,SET > OP IN [DEX] > OP OUT [DEX] > OP TOE [DEL],James notation-backfill: stepping on illusion (settled folk decomposition blizzard = stepping-illusion); bracket count 3 matches ADD.
bedwetter,operational_notation,,TOE > OP IN [DEX] > OP OUT [DEX] > OP OUT [DEX] > SAME TOE [DEL],James notation-backfill: stepping on eggbeater (bedwetter = stepping-eggbeater); bracket count 4 matches ADD.
schmoe,operational_notation,,SET > OP IN [DEX] > OP OUT [DEX] > SAME TOE [DEL],James notation-backfill: stepping on legover (schmoe = stepping-legover); bracket count 3 matches ADD.
blurrage,operational_notation,,CLIP > OP IN [DEX] > SAME IN [DEX] > SAME IN [DEX] > OP TOE [DEL],James notation-backfill: stepping on barrage (blurrage = stepping-barrage); bracket count 4 matches ADD.
triple-around-the-world,operational_notation,,TOE > SAME IN [DEX] > SAME IN [DEX] > SAME IN [DEX] > SAME TOE [DEL],James notation-backfill: multiplicity of around-the-world; bracket count 4 matches ADD.
clown-face,operational_notation,,TOE >> OP OUT [DEX] > OP OUT [DEX] > SAME OUT [DEX] > OP OUT [DEX] > SAME TOE [DEL],notation-backfill: furious (=barraging +2 two-dex) on eggbeater; bracket count 5 matches ADD.
genesis,operational_notation,,SET > OP IN [DEX] > SAME IN [DEX] > OP IN [DEX] > OP CLIP [XBD] [DEL],notation-backfill: furious on whirl; bracket count 5 matches ADD.
nebula,operational_notation,,SET > OP IN [DEX] > OP OUT [DEX] > SAME IN [DEX] > OP OUT [DEX] > SAME TOE [DEL],notation-backfill: furious on double-leg-over; bracket count 5 matches ADD.
rage,operational_notation,,SET > (no plant while) OP IN [BOD] [DEX] > SAME IN [DEX] > OP IN [DEX] > OP TOE [DEL],notation-backfill: furious on symposium-mirage; bracket count 5 matches ADD.
barraging-pickup,operational_notation,,SET > OP IN [DEX] > SAME IN [DEX] > OP IN [DEX] > SAME TOE [DEL],notation-backfill: barraging (+2 two-dex) on pickup; bracket count 4 matches ADD.
fury,operational_notation,,CLIP > OP IN [DEX] > SAME IN [DEX] > OP IN [PDX] [DEX] > OP TOE [DEL],notation-backfill: existing structural formula migrated; bracket count 5 matches ADD.
refraction,operational_notation,,SET > OP INSIDE [DEL] > OP OUT [DEX] > OP CLIP [XBD],notation-backfill: base-atom existing formula migrated; bracket count 3 matches ADD.
double-around-the-world-heel,adds,3,4,curator: heel terminal adds one via unusual-surface [UNS].
double-around-the-world-heel,operational_notation,,TOE > SAME IN [DEX] > SAME IN [DEX] > SAME HEEL [UNS] [DEL],notation-backfill: double-ATW into heel-stall; Around the World dexes are inward per curator ruling; bracket count 4 matches ADD (UNS counts).
around_the_world_heel,operational_notation,,TOE > SAME IN [DEX] > SAME HEEL [UNS] [DEL],notation-backfill: around-the-world into heel-stall (terminal-surface variant; one fewer dex than double-around-the-world-heel); Around the World dex is inward per curator ruling. Underscore slug to match the post-migration DB slug exactly.
jani-walker,operational_notation,,CLIP > OP IN [DEX] > SAME IN [DEX] > OP OUT [DEX] > OP CLIP [XBD] [DEL],notation-backfill: existing structural formula migrated; bracket count 5 matches ADD.
predator,operational_notation,,TOE > OP OUT [DEX] > OP IN [DEX] > OP OUT [DEX] > SAME TOE [DEL],notation-backfill: = atomic-double-leg-over (non-rotational atomic +1) shipped sibling; bracket count 4 matches ADD.
paradox-symposium-illusion,operational_notation,,CLIP (plant) > (no plant while) SAME OUT [PDX] [BOD] [DEX] > OP TOE [DEL],Parity convention 2026-06-10: paradox+symposium merge to one no-plant event SAME OUT [PDX] [BOD] [DEX]; mirrors paradox-symposium-mirage chassis + paradox-illusion direction. Bracket-count 4 == ADD.
stepping-ducking-paradox-illusion,operational_notation,,CLIP > OP IN [DEX] > DUCK [BOD] > SAME OUT [PDX] [DEX] > OP TOE [DEL],Parity convention 2026-06-10: mirrors ducking-paradox-illusion (SAME OUT [PDX] [DEX]) with stepping OP IN [DEX] prefix; neither stepping nor ducking consumes the paradox flip. Bracket-count 5 == ADD.
surging,operational_notation,,CLIP > (back) SPIN [BOD] > OP IN [DEX] > OP TOE [DEL],Set-standalone terminal-stall convention 2026-06-10: surging-as-standalone-trick notated as the spinning+stepping set terminating in a toe stall per pixie/fairy. Bracket-count 3 == ADD.
surging,adds,2,3,Set-standalone terminal-stall convention 2026-06-10: terminal [DEL] raises the standalone surging trick to 3 ADD; the spinning+stepping movement contribution stays 2 when surging acts as a modifier prefix on a base.
margaritaville,operational_notation,,CLIP > (back) SPIN [BOD] > OP IN [DEX] > OP IN [PDX] [DEX] > (back) SPIN [BOD] > SAME CLIP [XBD] [DEL],Parity convention 2026-06-10: mirrors spinning-paradox-blender (OP IN [PDX] [DEX]) with stepping OP IN [DEX] prefix (surging = spinning + stepping). Bracket-count 7 == ADD.
swirlwind,operational_notation,,CLIP > (back) SPIN [BOD] > (no plant while) OP IN [PDX] [BOD] [DEX] > OP BACK SWIRL [DEX] > SAME CLIP [XBD] [DEL],Parity convention 2026-06-10: exact-exemplar (base-swap only) — spinning-paradox-symposium-whirl opening (spin + merged paradox+symposium OP IN [PDX] [BOD] [DEX]) onto whirling-swirl tail per spinning-symposium-whirling-swirl. Bracket-count 7 == ADD.
quantum-guay,operational_notation,,TOE > OP IN [DEX] > OP IN [DEX] > SAME INSIDE [DEL],Class-A frontier promotion 2026-06-10: resolved-operator compound; op_notation chassis-mirrored (nuclear<-nuclear-illusion / quantum<-quantum-drifter); bracket-count == ADD. bracket-count 3 == ADD.
