"name","slug","governance_state","issue_type","sources","n_sources","source_adds","in_db","equivalent_to","doctrine_status","publication_status","parse_confidence","add_confidence","family","primary_operator","add_formula","parser_notes","unresolved_questions","provenance_notes"
"Stepping Eggbeater (same side)","stepping-eggbeater-same-side","3 Observationally represented","","footbagmoves","1","","False","","","","","","","","","","",""
"Stepping Far Butterfly","stepping-far-butterfly","3 Observationally represented","","footbagmoves|passback","2","","False","","","","","","","","","","",""
"Stepping Far Butterfly Swirl","stepping-far-butterfly-swirl","3 Observationally represented","","footbagmoves|passback","2","","False","","","","","","","","","","",""
"Stepping Far Dyno","stepping-far-dyno","3 Observationally represented","","footbagmoves|passback","2","","False","","","","","","","","","","",""
"Stepping Far Motion","stepping-far-motion","3 Observationally represented","","footbagmoves|passback","2","","False","","","","","","","","","","",""
"Stepping Osis (same side)","stepping-osis-same-side","3 Observationally represented","","footbagmoves","1","","False","","","","","","","","","","",""
"Stepping Pickup (same side)","stepping-pickup-same-side","3 Observationally represented","","footbagmoves","1","","False","","","","","","","","","","",""
"Stepping Superfly","stepping-superfly","1 Published Canonical","","footbagmoves","1","","False","","","","","","","","","","",""
"Stepping Torque","stepping-torque","3 Observationally represented","","footbagmoves","1","","False","","","","","","","","","","",""
"Superduperfly / Poisonous Toe","superduperfly-poisonous-toe","3 Observationally represented","","footbagmoves","1","","False","","","","","","","","","","",""
"Surfing ss Blender","surfing-ss-blender","3 Observationally represented","","footbagmoves","1","","False","","","","","","","","","","",""
"Surging Barfly","surging-barfly","3 Observationally represented","","footbagmoves","1","","False","","","","","","","","","","",""
"Surging Butterfly","surging-butterfly","3 Observationally represented","","footbagmoves","1","","False","","","","","","","","","","",""
"Surging Ducking Paradox Symposium Whirling Rake","surging-ducking-paradox-symposium-whirling-rake","3 Observationally represented","","footbagmoves","1","","False","","","","","","","","","","",""
"Surging Legover","surging-legover","3 Observationally represented","","footbagmoves","1","","False","","","","","","","","","","",""
"Surging Paradox Blender","surging-paradox-blender","3 Observationally represented","","footbagmoves","1","","False","","","","","","","","","","",""
"Surging Paradox Mirage","surging-paradox-mirage","3 Observationally represented","","footbagmoves","1","","False","","","","","","","","","","",""
"Surging Paradox Whirl","surging-paradox-whirl","3 Observationally represented","","footbagmoves","1","","False","","","","","","","","","","",""
"Surging ss Osis","surging-ss-osis","3 Observationally represented","","footbagmoves","1","","False","","","","","","","","","","",""
"Surging Symposium Reverse Whirl","surging-symposium-reverse-whirl","3 Observationally represented","","footbagmoves","1","","False","","","","","","","","","","",""
"Swirl Dragon","swirl-dragon","3 Observationally represented","","footbagmoves","1","","False","","","","","","","","","","",""
"Swirling Reverse Swirl","swirling-reverse-swirl","3 Observationally represented","","footbagmoves","1","","False","","","","","","","","","","",""
"Symp Illusion (same side)","symp-illusion-same-side","3 Observationally represented","","footbagmoves","1","","False","","","","","","","","","","",""
"Symp Mirage (same side)","symp-mirage-same-side","3 Observationally represented","","footbagmoves","1","","False","","","","","","","","","","",""
"Symp Whirl (same side)","symp-whirl-same-side","3 Observationally represented","","footbagmoves","1","","False","","","","","","","","","","",""
"Symple Butterfly (same side)","symple-butterfly-same-side","3 Observationally represented","","footbagmoves","1","","False","","","","","","","","","","",""
"Symple Reverse Swirl (same side)","symple-reverse-swirl-same-side","3 Observationally represented","","footbagmoves","1","","False","","","","","","","","","","",""
"Symple Swirl (same side)","symple-swirl-same-side","3 Observationally represented","","footbagmoves","1","","False","","","","","","","","","","",""
"Symposium Barfly","symposium-barfly","1 Published Canonical","","footbagmoves","1","","False","","","","","","","","","","",""
"Symposium Double Legover","symposium-double-legover","3 Observationally represented","","footbagmoves","1","","False","","","","","","","","","","",""
"Symposium Double Over Down","symposium-double-over-down","1 Published Canonical","","footbagmoves","1","","False","","","","","","","","","","",""
"Symposium Illusion","symposium-illusion","1 Published Canonical","","footbagmoves","1","","False","","","","","","","","","","",""
"Symposium Paradon","symposium-paradon","1 Published Canonical","","footbagmoves","1","","False","","","","","","","","","","",""
"Symposium Reverse Whirling Swirl","symposium-reverse-whirling-swirl","3 Observationally represented","","footbagmoves","1","","False","","","","","","","","","","",""
"Symposium Twirl","symposium-twirl","1 Published Canonical","","footbagmoves","1","","False","","","","","","","","","","",""
"Symposium Whirling Flapper","symposium-whirling-flapper","3 Observationally represented","","footbagmoves","1","","False","","","","","","","","","","",""
"Tapping Butterfly","tapping-butterfly","1 Published Canonical","","footbagmoves","1","","False","","","","","","","","","","",""
"Tapping Double Over Down","tapping-double-over-down","3 Observationally represented","","footbagmoves","1","","False","","","","","","","","","","",""
"Tapping Drifter","tapping-drifter","1 Published Canonical","","footbagmoves","1","","False","","","","","","","","","","",""
"Tapping Mirage","tapping-mirage","1 Published Canonical","","footbagmoves","1","","False","","","","","","","","","","",""
"Tapping Osis","tapping-osis","1 Published Canonical","","footbagmoves","1","","False","","","","","","","","","","",""
"Tapping Torque","tapping-torque","1 Published Canonical","","footbagmoves","1","","False","","","","","","","","","","",""
"Tapping Twirl","tapping-twirl","1 Published Canonical","","footbagmoves","1","","False","","","","","","","","","","",""
"Terraging Legover","terraging-legover","3 Observationally represented","","footbagmoves|passback","2","","False","","","","","","","","","","",""
"Toe Flurry","toe-flurry","3 Observationally represented","","footbagmoves","1","","False","","","","","","","","","","",""
"Toe set Gyro Torque","toe-set-gyro-torque","3 Observationally represented","","footbagmoves","1","","False","","","","","","","","","","",""
"Toe set os Double Over Down","toe-set-os-double-over-down","3 Observationally represented","","footbagmoves","1","","False","","","","","","","","","","",""
"Toe set os Double Over Down Dragon","toe-set-os-double-over-down-dragon","3 Observationally represented","","footbagmoves","1","","False","","","","","","","","","","",""
"Toe set os Double Over Down Flapper","toe-set-os-double-over-down-flapper","3 Observationally represented","","footbagmoves","1","","False","","","","","","","","","","",""
"Toe set os Double Over Downing Osis","toe-set-os-double-over-downing-osis","3 Observationally represented","","footbagmoves","1","","False","","","","","","","","","","",""
"Toe set os Triple Over Down","toe-set-os-triple-over-down","3 Observationally represented","","footbagmoves","1","","False","","","","","","","","","","",""
"Toe set Spinning Double Over Down","toe-set-spinning-double-over-down","3 Observationally represented","","footbagmoves","1","","False","","","","","","","","","","",""
"Toe set ss Triple Over Down","toe-set-ss-triple-over-down","3 Observationally represented","","footbagmoves","1","","False","","","","","","","","","","",""
"Torque (same side)","torque-same-side","3 Observationally represented","","footbagmoves","1","","False","","","","","","","","","","",""
"Triple Mirage","triple-mirage","3 Observationally represented","","footbagmoves","1","","False","","","","","","","","","","",""
"Triple Pixie","triple-pixie","3 Observationally represented","","footbagmoves","1","","False","","","","","","","","","","",""
"Twinspinning ss Mirage","twinspinning-ss-mirage","3 Observationally represented","","footbagmoves","1","","False","","","","","","","","","","",""
"Warping Mirage","warping-mirage","3 Observationally represented","","footbagmoves|passback","2","","False","","","","","","","","","","",""
"Whirl (same side)","whirl-same-side","3 Observationally represented","","footbagmoves","1","","False","","","","","","","","","","",""
"Whirling Gyro Mirage","whirling-gyro-mirage","3 Observationally represented","","footbagmoves","1","","False","","","","","","","","","","",""
"Whirling Osis","whirling-osis","3 Observationally represented","","footbagmoves|passback","2","","False","","","","","","","","","","",""
"Whirling Reverse Whirl","whirling-reverse-whirl","3 Observationally represented","","footbagmoves","1","","False","","","","","","","","","","",""
"Wiggle Butterfly","wiggle-butterfly","3 Observationally represented","","footbagmoves","1","","False","","","","","","","","","","",""
"Zipper Stepping Op Butterfly Zipper","zipper-stepping-op-butterfly-zipper","3 Observationally represented","","footbagmoves","1","","False","","","","","","","","","","",""
"Zulu Butterfly","zulu-butterfly","3 Observationally represented","","footbagmoves","1","","False","","","","","","","","","","",""
"(clipper reverse whirl spinning)","clipper-reverse-whirl-spinning","3 Observationally represented","","fborg","1","","False","","","","","","","","","","",""
"Antisymposium","antisymposium","3 Observationally represented","","fborg","1","","False","","","","","","","","","","",""
"Arctic (frigidosis Pixie)","arctic-frigidosis-pixie","3 Observationally represented","","fborg","1","","False","","","","","","","","","","",""
"Atom Smasher (Atomic Mirage)","atom-smasher-atomic-mirage","3 Observationally represented","","fborg","1","","False","","","","","","","","","","",""
"Atomic (Toe set Illusion)","atomic-toe-set-illusion","3 Observationally represented","","fborg","1","","False","","","","","","","","","","",""
"Avalanche (Stepping Ducking Paradox Illusion)","avalanche-stepping-ducking-paradox-illusion","3 Observationally represented","","fborg","1","","False","","","","","","","","","","",""
