"name","slug","source_corpus","ecosystem","deferral_bucket","failure_class","doctrine_confidence","reason"
"Delusion","delusion","passback","(unclassified)","junk-or-observational-only","folk-name-opacity","stable","Folk-name opaque (no compositional structure)"
"Delusional Butterfly","delusional-butterfly","stanford","(unclassified)","junk-or-observational-only","unknown-modifier-token","stable","Not yet interpretable: unknown-modifier-token"
"Desien","desien","footbagmoves","(unclassified)","junk-or-observational-only","folk-name-opacity","stable","Folk-name opaque (no compositional structure)"
"Dex, Dexterity","dex-dexterity","passback","(unclassified)","junk-or-observational-only","folk-name-opacity","stable","Folk-name opaque (no compositional structure)"
"Dimmier","dimmier","passback","(unclassified)","junk-or-observational-only","folk-name-opacity","stable","Folk-name opaque (no compositional structure)"
"Dimmiest","dimmiest","passback","(unclassified)","junk-or-observational-only","folk-name-opacity","stable","Folk-name opaque (no compositional structure)"
"Diving","diving","fborg","(unclassified)","junk-or-observational-only","ambiguous-terminal-mechanic","stable","Folk-name opaque (no compositional structure)"
"Diving Clipper","diving-clipper","passback","(unclassified)","junk-or-observational-only","ambiguous-terminal-mechanic","stable","Not yet interpretable: ambiguous-terminal-mechanic"
"Diving Toe Stall","diving-toe-stall","stanford","(unclassified)","junk-or-observational-only","ambiguous-terminal-mechanic","stable","Not yet interpretable: ambiguous-terminal-mechanic"
"Dominatrix","dominatrix","footbagmoves","(unclassified)","junk-or-observational-only","folk-name-opacity","stable","Folk-name opaque (no compositional structure)"
"Dorshanatrix","dorshanatrix","footbagmoves","(unclassified)","junk-or-observational-only","folk-name-opacity","stable","Folk-name opaque (no compositional structure)"
"Dorshatrix","dorshatrix","footbagmoves","(unclassified)","junk-or-observational-only","folk-name-opacity","stable","Folk-name opaque (no compositional structure)"
"Double Bubba","double-bubba","stanford","(unclassified)","junk-or-observational-only","unknown-modifier-token","stable","Not yet interpretable: unknown-modifier-token"
"Double Drifter","double-drifter","footbagmoves","(unclassified)","junk-or-observational-only","unknown-modifier-token","stable","Not yet interpretable: unknown-modifier-token"
"Double Dyno","double-dyno","passback","(unclassified)","junk-or-observational-only","unknown-modifier-token","stable","Not yet interpretable: unknown-modifier-token"
"Double Guay","double-guay","stanford","(unclassified)","junk-or-observational-only","unknown-modifier-token","stable","Not yet interpretable: unknown-modifier-token"
"Double Helix","double-helix","footbagmoves","(unclassified)","junk-or-observational-only","folk-name-opacity","stable","Folk-name opaque (no compositional structure)"
"Double Illusion","double-illusion","footbagmoves","(unclassified)","junk-or-observational-only","unknown-modifier-token","stable","Not yet interpretable: unknown-modifier-token"
"Double Orbit","double-orbit","passback","(unclassified)","junk-or-observational-only","unknown-modifier-token","stable","Not yet interpretable: unknown-modifier-token"
"Double Reverse ATW","double-reverse-atw","stanford","(unclassified)","junk-or-observational-only","folk-name-opacity","stable","Folk-name opaque (no compositional structure)"
"Double Reverse Guay","double-reverse-guay","stanford","(unclassified)","junk-or-observational-only","unknown-modifier-token","stable","Not yet interpretable: unknown-modifier-token"
"Double Switch-Over","double-switch-over","fborg","(unclassified)","junk-or-observational-only","folk-name-opacity","stable","Folk-name opaque (no compositional structure)"
"Double Switchover (far)","double-switchover","footbagmoves","(unclassified)","junk-or-observational-only","folk-name-opacity","stable","Folk-name opaque (no compositional structure)"
"Double Twirl","double-twirl","footbagmoves","(unclassified)","junk-or-observational-only","unknown-modifier-token","stable","Not yet interpretable: unknown-modifier-token"
"Double Whip","double-whip","passback","(unclassified)","junk-or-observational-only","folk-name-opacity","stable","Folk-name opaque (no compositional structure)"
"double-dex ATW","double-dex-atw","passback","(unclassified)","junk-or-observational-only","folk-name-opacity","stable","Folk-name opaque (no compositional structure)"
"double-dex Butterfly","double-dex-butterfly","passback","(unclassified)","junk-or-observational-only","unknown-modifier-token","stable","Not yet interpretable: unknown-modifier-token"
"double-dex Illusion","double-dex-illusion","passback","(unclassified)","junk-or-observational-only","unknown-modifier-token","stable","Not yet interpretable: unknown-modifier-token"
"double-dex Legover","double-dex-legover","passback","(unclassified)","junk-or-observational-only","unknown-modifier-token","stable","Not yet interpretable: unknown-modifier-token"
"double-dex Mirage","double-dex-mirage","passback","(unclassified)","junk-or-observational-only","unknown-modifier-token","stable","Not yet interpretable: unknown-modifier-token"
"double-dex Twist","double-dex-twist","passback","(unclassified)","junk-or-observational-only","folk-name-opacity","stable","Folk-name opaque (no compositional structure)"
"Downward Spiral","downward-spiral","footbagmoves","(unclassified)","junk-or-observational-only","folk-name-opacity","stable","Folk-name opaque (no compositional structure)"
"Dragster","dragster","footbagmoves","(unclassified)","junk-or-observational-only","folk-name-opacity","stable","Folk-name opaque (no compositional structure)"
"Dwirl","dwirl","footbagmoves","(unclassified)","junk-or-observational-only","folk-name-opacity","stable","Folk-name opaque (no compositional structure)"
"E-Walk","e-walk","footbagmoves","(unclassified)","junk-or-observational-only","folk-name-opacity","stable","Folk-name opaque (no compositional structure)"
"Eggplant","eggplant","footbagmoves","(unclassified)","junk-or-observational-only","folk-name-opacity","stable","Folk-name opaque (no compositional structure)"
"Enterrage","enterrage","multi","(unclassified)","junk-or-observational-only","folk-name-opacity","stable","Folk-name opaque (no compositional structure)"
"Far Double Switchover","far-double-switchover","footbagmoves","(unclassified)","junk-or-observational-only","folk-name-opacity","stable","Folk-name opaque (no compositional structure)"
"Far Triple Over Down","far-triple-over-down","footbagmoves","(unclassified)","junk-or-observational-only","folk-name-opacity","policy-dependent","Folk-name opaque (no compositional structure)"
"Fear","fear","footbagmoves","(unclassified)","junk-or-observational-only","folk-name-opacity","stable","Folk-name opaque (no compositional structure)"
"Ferocious","ferocious","footbagmoves","(unclassified)","junk-or-observational-only","folk-name-opacity","stable","Folk-name opaque (no compositional structure)"
"Firefly","firefly","footbagmoves","(unclassified)","junk-or-observational-only","folk-name-opacity","stable","Folk-name opaque (no compositional structure)"
"Firewalk","firewalk","footbagmoves","(unclassified)","junk-or-observational-only","folk-name-opacity","stable","Folk-name opaque (no compositional structure)"
"Fission","fission","footbagmoves","(unclassified)","junk-or-observational-only","folk-name-opacity","stable","Folk-name opaque (no compositional structure)"
"Flailing Blacula","flailing-blacula","stanford","(unclassified)","junk-or-observational-only","folk-name-opacity","stable","Folk-name opaque (no compositional structure)"
"Flailing Butterfly","flailing-butterfly","footbagmoves","(unclassified)","junk-or-observational-only","unknown-modifier-token","stable","Not yet interpretable: unknown-modifier-token"
"Flailing far Butterfly","flailing-far-butterfly","passback","(unclassified)","junk-or-observational-only","unknown-modifier-token","stable","Not yet interpretable: unknown-modifier-token"
"Flaming Homer","flaming-homer","footbagmoves","(unclassified)","junk-or-observational-only","folk-name-opacity","stable","Folk-name opaque (no compositional structure)"
"Flaming Tard","flaming-tard","footbagmoves","(unclassified)","junk-or-observational-only","folk-name-opacity","stable","Folk-name opaque (no compositional structure)"
"Flare","flare","passback","(unclassified)","junk-or-observational-only","folk-name-opacity","stable","Folk-name opaque (no compositional structure)"
"Flaring Butterfly","flaring-butterfly","footbagmoves","(unclassified)","junk-or-observational-only","unknown-modifier-token","stable","Not yet interpretable: unknown-modifier-token"
"Flipwalk","flipwalk","footbagmoves","(unclassified)","junk-or-observational-only","folk-name-opacity","stable","Folk-name opaque (no compositional structure)"
"Floatation","floatation","footbagmoves","(unclassified)","junk-or-observational-only","folk-name-opacity","stable","Folk-name opaque (no compositional structure)"
"Floating Butterfly","floating-butterfly","footbagmoves","(unclassified)","junk-or-observational-only","unknown-modifier-token","stable","Not yet interpretable: unknown-modifier-token"
"Floating Mirage","floating-mirage","stanford","(unclassified)","junk-or-observational-only","unknown-modifier-token","stable","Not yet interpretable: unknown-modifier-token"
"Flog","flog","footbagmoves","(unclassified)","junk-or-observational-only","folk-name-opacity","stable","Folk-name opaque (no compositional structure)"
"Flying Fish","flying-fish","footbagmoves","(unclassified)","junk-or-observational-only","folk-name-opacity","stable","Folk-name opaque (no compositional structure)"
"Food Processor, Food","food-processor-food","passback","(unclassified)","junk-or-observational-only","folk-name-opacity","stable","Folk-name opaque (no compositional structure)"
"Footbag Moves","footbag-moves","stanford","(unclassified)","junk-or-observational-only","folk-name-opacity","stable","Folk-name opaque (no compositional structure)"
"FOOTBAG WORLDWIDE","footbag-worldwide","fborg","(unclassified)","junk-or-observational-only","folk-name-opacity","stable","Folk-name opaque (no compositional structure)"
"Forquelift","forquelift","footbagmoves","(unclassified)","junk-or-observational-only","folk-name-opacity","stable","Folk-name opaque (no compositional structure)"
"Fracture","fracture","multi","(unclassified)","junk-or-observational-only","folk-name-opacity","stable","Folk-name opaque (no compositional structure)"
"Frankenstein","frankenstein","footbagmoves","(unclassified)","junk-or-observational-only","folk-name-opacity","stable","Folk-name opaque (no compositional structure)"
"Frantic Butterfly","frantic-butterfly","footbagmoves","(unclassified)","junk-or-observational-only","unknown-modifier-token","stable","Not yet interpretable: unknown-modifier-token"
"Frantic Clipper","frantic-clipper","stanford","(unclassified)","junk-or-observational-only","folk-name-opacity","stable","Folk-name opaque (no compositional structure)"
"Frantic Flail","frantic-flail","stanford","(unclassified)","junk-or-observational-only","unknown-modifier-token","stable","Not yet interpretable: unknown-modifier-token"
"Frantic Illusion","frantic-illusion","stanford","(unclassified)","junk-or-observational-only","unknown-modifier-token","stable","Not yet interpretable: unknown-modifier-token"
"Frantic Legover","frantic-legover","passback","(unclassified)","junk-or-observational-only","unknown-modifier-token","stable","Not yet interpretable: unknown-modifier-token"
"Frantic Mirage","frantic-mirage","footbagmoves","(unclassified)","junk-or-observational-only","unknown-modifier-token","stable","Not yet interpretable: unknown-modifier-token"
"Frantic op Butterfly","frantic-op-butterfly","passback","(unclassified)","junk-or-observational-only","unknown-modifier-token","stable","Not yet interpretable: unknown-modifier-token"
"Frantic Pickup","frantic-pickup","stanford","(unclassified)","junk-or-observational-only","unknown-modifier-token","stable","Not yet interpretable: unknown-modifier-token"
"Frantic ss Butterfly","frantic-ss-butterfly","stanford","(unclassified)","junk-or-observational-only","unknown-modifier-token","stable","Not yet interpretable: unknown-modifier-token"
"Frantic ss Illusion","frantic-ss-illusion","stanford","(unclassified)","junk-or-observational-only","unknown-modifier-token","stable","Not yet interpretable: unknown-modifier-token"
"Frantic ss Mirage","frantic-ss-mirage","stanford","(unclassified)","junk-or-observational-only","unknown-modifier-token","stable","Not yet interpretable: unknown-modifier-token"
"Freak","freak","footbagmoves","(unclassified)","junk-or-observational-only","folk-name-opacity","stable","Folk-name opaque (no compositional structure)"
"Frenzy","frenzy","footbagmoves","(unclassified)","junk-or-observational-only","folk-name-opacity","stable","Folk-name opaque (no compositional structure)"
"Frootie Illusion","frootie-illusion","footbagmoves","(unclassified)","junk-or-observational-only","unknown-modifier-token","stable","Not yet interpretable: unknown-modifier-token"
"Frootie Legover","frootie-legover","footbagmoves","(unclassified)","junk-or-observational-only","unknown-modifier-token","stable","Not yet interpretable: unknown-modifier-token"
"Frootie Mirage","frootie-mirage","footbagmoves","(unclassified)","junk-or-observational-only","unknown-modifier-token","stable","Not yet interpretable: unknown-modifier-token"
"Frozen Butterfly","frozen-butterfly","footbagmoves","(unclassified)","junk-or-observational-only","unknown-modifier-token","stable","Not yet interpretable: unknown-modifier-token"
